小微企业ID,主管税务机关,所欠税种,欠税属期,欠税余额(元),具体日期
Q11387,昆山市国家税务局,增值税,,24000,Jan-17
Q11387,昆山市国家税务局,增值税,,20000,Oct-15
Q11391,,印花税,,0,Apr-18
Q11391,,印花税,,0,Jan-18
Q11391,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q11391,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q11391,苏州市昆山地方税务局,印花税,,0,Apr-17
Q11391,,印花税,,0,Jan-17
Q11391,昆山市地方税务局,10111|印花税,2016/3/1,0,Aug-16
Q11391,昆山市地方税务局,10111|印花税,2015/6/1,0,Aug-16
Q11391,昆山市地方税务局,印花税,,0,Jul-16
Q11391,昆山市地方税务局,印花税,,0,Apr-16
Q11391,江苏省苏州地方税务局,印花税,,0,Apr-16
Q11391,昆山市地方税务局,印花税,,0,Jan-16
Q11391,昆山市地方税务局,印花税,,0,Oct-15
Q11392,苏州市国家税务局,增值税,,0,Oct-17
Q11393,,印花税,,0,Apr-18
Q11415,苏州市地方税务局吴中区分局,企业所得税,,22000,Oct-15
Q11415,苏州市地方税务局吴中区分局,城市维护建设税,,3000,Oct-15
Q11415,苏州市地方税务局吴中区分局,营业税,,54000,Oct-15
Q11424,苏州市地方税务局,城市维护建设税,,0,Jul-14
Q11424,苏州市地方税务局,个人所得税,,1000,Jul-14
Q11424,苏州市地方税务局,个人所得税,,0,Apr-14
Q11424,苏州市地方税务局,城市维护建设税,,0,Apr-14
Q11441,江苏省地方税务局,个人所得税,,0,Apr-12
Q11493,常熟市地方税务局,10111|印花税,2015/1/1,0,Aug-16
Q11520,苏州市地方税务局,印花税,,0,Jul-14
Q11520,常熟市地方税务局,城市维护建设税,,1000,Jul-12
Q11520,,城市维护建设税,,1000,Apr-12
Q11520,常熟市地方税务局,城市维护建设税,,1000,Jan-12
Q11554,昆山市地方税务局,10110|房产税,2016/1/1,20000,Aug-16
Q11621,常熟市地方税务局,印花税,,2000,Jul-12
Q11629,苏州市昆山地方税务局,城镇土地使用税,,27000,Dec-15
Q11629,苏州市昆山地方税务局,房产税,,24000,Dec-15
Q11629,江苏省地税局,城镇土地使用税,,27000,Dec-15
Q11629,江苏省地税局,房产税,,24000,Dec-15
Q11629,昆山市地方税务局,城镇土地使用税,,27000,Oct-15
Q11629,昆山市地方税务局,房产税,,24000,Oct-15
Q11629,昆山市地方税务局,城镇土地使用税,,27000,Sep-15
Q11629,昆山市地方税务局,房产税,,24000,Sep-15
Q11629,苏州市地方税务局,城镇土地使用税,,27000,Jul-14
Q11629,苏州市地方税务局,房产税,,24000,Jul-14
Q11629,苏州市地方税务局,城镇土地使用税,,27000,Apr-14
Q11629,苏州市地方税务局,房产税,,24000,Apr-14
Q11629,江苏省地方税务局,城市维护建设税,,1000,Apr-12
Q11641,,增值税,,15000,Apr-16
Q11644,,城市维护建设税,,2000,Apr-18
Q11644,,印花税,,0,Apr-18
Q11644,,城市维护建设税,,2000,Jan-18
Q11644,,印花税,,0,Jan-18
Q11644,江苏省昆山市地方税务局,城市维护建设税,,2000,Oct-17
Q11644,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q11650,江苏省昆山市国家税务局,增值税,,3000,Jan-18
Q11650,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q11650,江苏省昆山市地方税务局,城市维护建设税,,0,Oct-17
Q11651,,增值税,,2000,Jan-17
Q11653,江苏省昆山市国家税务局,增值税,,16000,Oct-17
Q11654,江苏省昆山市国家税务局,印花税,,2000,Jul-17
Q11654,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q11654,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q11654,苏州市昆山地方税务局,印花税,,2000,Apr-17
Q11654,,城市维护建设税,,0,Jan-17
Q11654,,印花税,,2000,Jan-17
Q11654,昆山市地方税务局,10111|印花税,2016/5/1,0,Aug-16
Q11654,昆山市地方税务局,10111|印花税,2016/8/1,0,Aug-16
Q11654,昆山市地方税务局,10111|印花税,2016/3/1,0,Aug-16
Q11654,昆山市地方税务局,10111|印花税,2016/6/1,0,Aug-16
Q11654,昆山市地方税务局,10111|印花税,2016/4/1,0,Aug-16
Q11654,昆山市地方税务局,10111|印花税,2015/11/1,1000,Aug-16
Q11654,昆山市地方税务局,10109|城市维护建设税,2016/4/1,0,Aug-16
Q11654,昆山市地方税务局,印花税,,2000,Jul-16
Q11654,昆山市地方税务局,城市维护建设税,,0,Jul-16
Q11654,,增值税,,0,Jul-16
Q11654,昆山市地方税务局,印花税,,2000,Apr-16
Q11654,江苏省苏州地方税务局,印花税,,2000,Apr-16
Q11654,昆山市地方税务局,印花税,,2000,Jan-16
Q11654,苏州市地方税务局,印花税,,1000,Jul-14
Q11654,苏州市地方税务局,印花税,,1000,Apr-14
Q11655,江苏省昆山市国家税务局,增值税,,6000,Jul-17
Q11655,江苏省昆山市国家税务局,增值税,,6000,Apr-17
Q11657,昆山市地方税务局,城市维护建设税,,1000,Apr-16
Q11657,江苏省苏州地方税务局,城市维护建设税,,1000,Apr-16
Q11657,昆山市国家税务局,增值税,,0,Apr-16
Q11657,,增值税,,0,Mar-16
Q11686,苏州市地方税务局,印花税,,0,Jul-16
Q11724,,印花税,,0,Jan-18
Q11724,,个人所得税,,1000,Jan-18
Q11724,江苏省昆山市地方税务局,个人所得税,,1000,Oct-17
Q11724,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q11724,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q11724,江苏省昆山市国家税务局,个人所得税,,1000,Jul-17
Q11724,苏州市昆山地方税务局,印花税,,0,Apr-17
Q11724,苏州市昆山地方税务局,个人所得税,,1000,Apr-17
Q11724,,印花税,,0,Jan-17
Q11724,,个人所得税,,1000,Jan-17
Q11724,昆山市地方税务局,10106|个人所得税,2016/8/1,0,Aug-16
Q11724,昆山市地方税务局,城市维护建设税,,0,Oct-15
Q11724,昆山市地方税务局,城市维护建设税,,0,Sep-15
Q11740,常熟市地方税务局,营业税,,8000,Oct-11
Q11767,相城国家税务局,10104|企业所得税,,0,Jun-17
Q11767,相城市地方税务局,企业所得税,,0,Jul-16
Q11767,相城市地方税务局,10104|企业所得税,2015/1/1,0,Jan-12
Q11767,,10104|企业所得税,2015/1/1,0,Jan-12
Q11838,相城市地方税务局,城市维护建设税,,5000,Jul-16
Q11838,相城市地方税务局,城市维护建设税,,5000,Apr-16
Q11838,,30216|地方教育附加,2016/1/1,1000,Jan-12
Q11838,,30203|教育费附加,2016/1/1,2000,Jan-12
Q11838,相城市地方税务局,10109|城市维护建设税,2016/1/1,5000,Jan-12
Q11889,江苏省昆山市地方税务局,城镇土地使用税,,12000,Oct-17
Q11889,江苏省昆山市地方税务局,房产税,,16000,Oct-17
Q11890,江苏省昆山市国家税务局,增值税,,40000,Apr-17
Q11890,昆山市地方税务局,10111|印花税,2015/1/1,2000,Aug-16
Q11890,昆山市地方税务局,印花税,,2000,Jul-16
Q11890,昆山市地方税务局,印花税,,2000,Apr-16
Q11890,江苏省苏州地方税务局,印花税,,2000,Apr-16
Q11930,常熟市地方税务局,城市维护建设税,,0,Jan-12
Q11933,,个人所得税,,1000,Apr-18
Q11933,江苏省昆山市地方税务局,个人所得税,,1000,Oct-17
Q11933,昆山市国家税务局,增值税,,6000,Oct-15
Q11957,吴中市地方税务局,城市维护建设税,,1000,Jan-16
Q11957,吴中市地方税务局,营业税,,29000,Jan-16
Q11972,,增值税,,88000,Apr-17
Q51220,,个人所得税,,1000,Nov-14
Q53592,东莞市地方税务局厚街税务分局,城建税,,0,Mar-18
Q11867,,增值税,,70000,Sep-16
Q11867,常熟市地方税务局,10109|城市维护建设税,2016/8/1,3000,Aug-16
Q11895,昆山市国家税务局,增值税,,4000,Jan-17
Q11895,昆山市地方税务局,印花税,,0,Jul-16
Q11895,昆山市地方税务局,城市维护建设税,,1000,Jul-16
Q11895,,增值税,,0,Jul-16
Q11895,昆山市地方税务局,城市维护建设税,,0,Apr-16
Q11895,江苏省苏州地方税务局,城市维护建设税,,0,Apr-16
Q11895,昆山市国家税务局,增值税,,0,Apr-16
Q11895,,增值税,,0,Mar-16
Q12012,,增值税,,2000,Jul-16
Q12012,,增值税,,3000,Jan-16
Q12042,昆山市地方税务局,企业所得税,,0,Apr-16
Q12042,江苏省苏州地方税务局,企业所得税,,0,Apr-16
Q12042,昆山市地方税务局,企业所得税,,0,Jan-16
Q12042,昆山市地方税务局,企业所得税,,0,Oct-15
Q12071,苏州市地方税务局相城区分局,城市维护建设税,,0,Oct-15
Q12121,江苏省昆山市国家税务局,增值税,,17000,Apr-18
Q12121,江苏省昆山市国家税务局,增值税,,17000,Jan-18
Q12121,江苏省昆山市国家税务局,增值税,,4000,Apr-17
Q12121,江苏省昆山市国家税务局,企业所得税,,0,Apr-17
Q12121,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q12121,苏州市昆山地方税务局,印花税,,0,Apr-17
Q12121,昆山市国家税务局,企业所得税,,0,Jan-17
Q12121,昆山市国家税务局,增值税,,4000,Jan-17
Q12121,,印花税,,0,Jan-17
Q12121,,城市维护建设税,,0,Jan-17
Q12122,苏州市国家税务局,增值税,,0,Oct-17
Q12122,苏州市国家税务局,增值税,,0,Aug-17
Q12122,苏州市国家税务局,增值税,,33000,Oct-16
Q12130,,个人所得税,,1000,Apr-18
Q12130,江苏省昆山市国家税务局,企业所得税,,4000,Jan-18
Q12133,江苏省太仓市国家税务局,增值税,,5000,Sep-16
Q12135,,印花税,,0,Apr-18
Q12153,苏州市地方税务局,城市维护建设税,,0,Apr-14
Q12153,苏州市地方税务局,营业税,,2000,Apr-14
Q12156,常熟市地方税务局,城市维护建设税,,0,Jul-12
Q12156,江苏省地方税务局,城市维护建设税,,0,Apr-12
Q12156,,城市维护建设税,,0,Jan-12
Q12156,常熟市地方税务局,城市维护建设税,,0,Oct-11
Q12167,相城国家税务局,增值税,,49000,Jun-17
Q12171,苏州市地方税务局相城区分局,印花税,,0,Oct-15
Q12171,苏州市地方税务局相城分局,印花税,,0,Oct-15
Q12187,太仓市地方税务局,个人所得税,,1000,Jan-16
Q12187,太仓市地方税务局,个人所得税,,0,Oct-15
Q12222,江苏省太仓市国家税务局,增值税,,18000,Sep-16
Q12238,,印花税,,0,Oct-11
Q12271,,城市维护建设税,,1000,Jan-17
Q12271,昆山市地方税务局,10109|城市维护建设税,2015/11/1,1000,Aug-16
Q12271,昆山市地方税务局,城市维护建设税,,1000,Jul-16
Q12271,昆山市地方税务局,城市维护建设税,,1000,Apr-16
Q12271,江苏省苏州地方税务局,城市维护建设税,,1000,Apr-16
Q12271,昆山市地方税务局,城市维护建设税,,1000,Jan-16
Q12271,苏州市地方税务局,城市维护建设税,,0,Apr-14
Q12271,常熟市地方税务局,城市维护建设税,,0,Jul-12
Q12296,苏州市地方税务局吴中区分局,城市维护建设税,,0,Oct-15
Q12296,苏州市地方税务局吴中区分局,印花税,,0,Oct-15
Q12296,苏州市地方税务局吴中分局,印花税,,0,Sep-15
Q12322,相城国家税务局,10111|印花税,,0,Jun-17
Q12322,相城国家税务局,10109|城市维护建设税,,2000,Jun-17
Q12340,常熟市国家税务局,城镇土地使用税,,1000,Jul-17
Q12340,常熟市国家税务局,房产税,,8000,Jul-17
Q12381,常熟市地方税务局,城市维护建设税,,2000,Sep-15
Q12387,江苏省昆山市国家税务局,增值税,,3000,Apr-18
Q12387,江苏省昆山市国家税务局,增值税,,10000,Jan-18
Q12387,,增值税,,0,Jul-16
Q12389,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q12389,,城市维护建设税,,0,Jan-17
Q12391,江苏省昆山市国家税务局,增值税,,81000,Jul-17
Q12393,江苏省昆山市国家税务局,增值税,,17000,Apr-18
Q12393,,城市维护建设税,,1000,Apr-18
Q12393,江苏省昆山市国家税务局,增值税,,17000,Jan-18
Q12393,,城市维护建设税,,1000,Jan-18
Q12393,,增值税,,0,Jul-16
Q12394,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q12394,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q12394,苏州市昆山地方税务局,印花税,,0,Apr-17
Q12394,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q12395,江苏省昆山市国家税务局,增值税,,58000,Jan-18
Q12395,,城市维护建设税,,2000,Jan-18
Q12395,,印花税,,0,Jan-18
Q12395,,个人所得税,,0,Jan-18
Q12395,江苏省昆山市国家税务局,增值税,,11000,Oct-17
Q12395,昆山市国家税务局,增值税,,13000,Jan-17
Q12395,,增值税,,0,Jul-16
Q12395,昆山市地方税务局,城市维护建设税,,2000,Apr-16
Q12395,江苏省苏州地方税务局,城市维护建设税,,2000,Apr-16
Q12395,昆山市国家税务局,增值税,,0,Apr-16
Q12395,,增值税,,0,Mar-16
Q12395,昆山市地方税务局,城市维护建设税,,1000,Oct-15
Q12395,昆山市国家税务局,增值税,,28000,Oct-15
Q12397,江苏省昆山市国家税务局,增值税,,41000,Apr-18
Q12397,江苏省昆山市国家税务局,增值税,,30000,Oct-17
Q12417,苏州市地方税务局相城区分局,城市维护建设税,,0,Oct-15
Q12450,昆山市地方税务局,印花税,,0,Oct-15
Q12450,昆山市地方税务局,城市维护建设税,,0,Oct-15
Q12450,昆山市地方税务局,个人所得税,,0,Oct-15
Q12490,相城市地方税务局,印花税,,0,Jul-16
Q12490,相城市地方税务局,印花税,,0,Apr-16
Q12490,相城市地方税务局,印花税,,0,Jan-16
Q12490,苏州市地方税务局相城区分局,印花税,,0,Oct-15
Q12534,,个人所得税,,4000,Apr-12
Q12534,常熟市地方税务局,个人所得税,,4000,Jan-12
Q12534,,个人所得税,,4000,Oct-11
Q12538,吴忠市地方税务局,10106|个人所得税,2016/8/1,66000,Jan-15
Q12560,相城市地方税务局,印花税,,0,Jul-16
Q12560,相城市地方税务局,印花税,,0,Apr-16
Q12560,相城市地方税务局,印花税,,0,Jan-16
Q12560,相城市地方税务局,10111|印花税,2015/12/1,0,Jan-12
Q12560,相城市地方税务局,10111|印花税,2016/3/1,0,Jan-12
Q12560,相城市地方税务局,10111|印花税,2016/1/1,0,Jan-12
Q12560,相城市地方税务局,10111|印花税,2015/11/1,0,Jan-12
Q12560,相城市地方税务局,10111|印花税,2016/6/1,0,Jan-12
Q12566,吴忠市地方税务局,10111|印花税,2016/8/1,0,Jan-15
Q12579,常熟市国家税务局,印花税,,1000,Jul-17
Q12579,常熟市国家税务局,个人所得税,,0,Jul-17
Q12579,常熟市地方税务局,10109|城市维护建设税,2015/12/1,1000,Aug-16
Q12596,吴忠市地方税务局,10111|印花税,2016/8/1,0,Jan-15
Q12596,吴忠市地方税务局,10111|印花税,2016/7/1,0,Jan-15
Q12596,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,0,Jan-15
Q12596,吴忠市地方税务局,10109|城市维护建设税,2016/7/1,1000,Jan-15
Q12603,江苏省昆山市国家税务局,增值税,,125000,Apr-18
Q12603,江苏省昆山市国家税务局,企业所得税,,1000,Apr-18
Q12603,,印花税,,0,Apr-18
Q12603,,城市维护建设税,,9000,Apr-18
Q12603,江苏省昆山市国家税务局,增值税,,125000,Jan-18
Q12603,江苏省昆山市国家税务局,企业所得税,,1000,Jan-18
Q12603,,城市维护建设税,,9000,Jan-18
Q12603,,印花税,,0,Jan-18
Q12603,江苏省昆山市国家税务局,企业所得税,,1000,Oct-17
Q12603,江苏省昆山市国家税务局,增值税,,125000,Oct-17
Q12603,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q12603,江苏省昆山市地方税务局,城市维护建设税,,9000,Oct-17
Q12603,江苏省昆山市国家税务局,增值税,,125000,Jul-17
Q12603,江苏省昆山市国家税务局,企业所得税,,1000,Jul-17
Q12603,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q12603,江苏省昆山市国家税务局,城市维护建设税,,9000,Jul-17
Q12603,江苏省昆山市国家税务局,增值税,,125000,Apr-17
Q12603,江苏省昆山市国家税务局,企业所得税,,1000,Apr-17
Q12603,苏州市昆山地方税务局,印花税,,0,Apr-17
Q12603,苏州市昆山地方税务局,城市维护建设税,,9000,Apr-17
Q12603,昆山市国家税务局,企业所得税,,1000,Jan-17
Q12603,昆山市国家税务局,增值税,,125000,Jan-17
Q12603,,印花税,,0,Jan-17
Q12603,,城市维护建设税,,9000,Jan-17
Q12603,昆山市地方税务局,10111|印花税,2016/3/1,0,Aug-16
Q12603,昆山市地方税务局,10111|印花税,2016/1/1,0,Aug-16
Q12603,昆山市地方税务局,10111|印花税,2016/6/1,0,Aug-16
Q12603,昆山市地方税务局,10109|城市维护建设税,2016/3/1,1000,Aug-16
Q12603,昆山市地方税务局,10109|城市维护建设税,2016/1/1,2000,Aug-16
Q12603,昆山市地方税务局,10109|城市维护建设税,2016/6/1,6000,Aug-16
Q12603,昆山市地方税务局,印花税,,0,Jul-16
Q12603,昆山市地方税务局,城市维护建设税,,3000,Jul-16
Q12603,,企业所得税,,0,Jul-16
Q12603,昆山市地方税务局,印花税,,0,Apr-16
Q12603,昆山市地方税务局,城市维护建设税,,2000,Apr-16
Q12603,江苏省苏州地方税务局,印花税,,0,Apr-16
Q12603,江苏省苏州地方税务局,城市维护建设税,,2000,Apr-16
Q12603,昆山市国家税务局,企业所得税,,0,Apr-16
Q12603,,企业所得税,,0,Mar-16
Q12603,昆山市国家税务局,企业所得税,,2000,Oct-15
Q12607,张家港市地方税务局,10111|印花税,2016/8/1,0,Apr-16
Q12621,常熟市地方税务局,营业税,,1000,Oct-11
Q12622,江苏省昆山市国家税务局,增值税,,1000,Jan-18
Q12622,江苏省昆山市国家税务局,增值税,,13000,Oct-17
Q12622,江苏省昆山市国家税务局,增值税,,10000,Jul-17
Q12625,昆山市国家税务局,增值税,,4000,Jan-17
Q12625,,城市维护建设税,,0,Jan-17
Q12626,,城市维护建设税,,1000,Apr-18
Q12632,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q12632,苏州市昆山地方税务局,印花税,,0,Apr-17
Q12637,,个人所得税,,0,Jan-18
Q12637,江苏省昆山市地方税务局,个人所得税,,0,Oct-17
Q12637,江苏省昆山市国家税务局,个人所得税,,0,Jul-17
Q12637,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q12639,苏州市昆山地方税务局,印花税,,0,Apr-17
Q12678,常熟市地方税务局,城市维护建设税,,0,Jul-12
Q12678,江苏省地方税务局,城市维护建设税,,0,Apr-12
Q12678,,城市维护建设税,,0,Jan-12
Q12678,,城市维护建设税,,0,Oct-11
Q12680,常熟市地方税务局,城镇土地使用税,,25000,Jul-12
Q12680,,城镇土地使用税,,25000,Apr-12
Q12680,常熟市地方税务局,城镇土地使用税,,25000,Jan-12
Q12680,,城市维护建设税,,3000,Oct-11
Q12687,,企业所得税,,132000,Apr-17
Q12708,常熟市地方税务局,营业税,,1000,Jul-12
Q12721,昆山市地方税务局,印花税,,0,Apr-16
Q12721,江苏省苏州地方税务局,印花税,,0,Apr-16
Q12721,昆山市地方税务局,印花税,,0,Jan-16
Q12721,昆山市地方税务局,印花税,,0,Oct-15
Q12721,昆山市地方税务局,印花税,,0,Sep-15
Q12739,苏州市地方税务局,个人所得税,,0,Jul-14
Q12742,常熟市地方税务局,印花税,,0,Jul-12
Q12742,,印花税,,0,Apr-12
Q12742,常熟市地方税务局,印花税,,0,Jan-12
Q12749,昆山市地方税务局,城市维护建设税,,0,Apr-16
Q12749,江苏省苏州地方税务局,城市维护建设税,,0,Apr-16
Q12749,昆山市地方税务局,城市维护建设税,,0,Jan-16
Q12749,昆山市地方税务局,城市维护建设税,,1000,Oct-15
Q12757,苏州市地方税务局相城区分局,企业所得税,,5000,Oct-15
Q12757,苏州市地方税务局相城分局,企业所得税,,5000,Oct-15
Q12812,苏州市地方税务局吴中分局,印花税,,0,Sep-15
Q12812,苏州市地方税务局,城市维护建设税,,0,Jul-14
Q12819,相城市地方税务局,10112|城镇土地使用税,2016/4/1,0,Jan-12
Q12865,江苏省昆山市国家税务局,增值税,,16000,Apr-17
Q12868,江苏省昆山市国家税务局,增值税,,16000,Apr-18
Q12868,江苏省地方税务局,教育费附加,,0,Dec-17
Q12868,江苏省地方税务局,城市维护建设税,,1000,Dec-17
Q12868,江苏省地方税务局,地方教育附加,,0,Dec-17
Q12868,江苏省昆山市国家税务局,增值税,,16000,Oct-17
Q12868,江苏省昆山市地方税务局,城市维护建设税,,1000,Oct-17
Q12870,江苏省昆山市国家税务局,增值税,,4000,Apr-18
Q12870,江苏省昆山市国家税务局,增值税,,4000,Jan-18
Q12870,江苏省昆山市国家税务局,增值税,,4000,Oct-17
Q12870,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q12870,,城市维护建设税,,0,Jan-17
Q12873,,印花税,,0,Apr-18
Q12873,,个人所得税,,0,Apr-18
Q12873,,个人所得税,,0,Jan-18
Q12873,江苏省昆山市地方税务局,个人所得税,,0,Oct-17
Q12873,江苏省昆山市地方税务局,城市维护建设税,,0,Oct-17
Q12873,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q12873,苏州市昆山地方税务局,个人所得税,,1000,Apr-17
Q12873,苏州市昆山地方税务局,印花税,,0,Apr-17
Q12873,,个人所得税,,0,Jan-17
Q12899,苏州市地方税务局吴中区分局,印花税,,0,Jul-12
Q12902,常熟市地方税务局,印花税,,0,Jul-12
Q12902,江苏省地方税务局,印花税,,0,Apr-12
Q12902,,印花税,,0,Jan-12
Q12902,常熟市地方税务局,印花税,,0,Oct-11
Q12906,常熟市地方税务局,城市维护建设税,,2000,Jul-12
Q12906,江苏省地方税务局,城市维护建设税,,2000,Apr-12
Q12906,,城市维护建设税,,2000,Jan-12
Q12906,常熟市地方税务局,城市维护建设税,,2000,Oct-11
Q62842,江苏省地方税务局,个人所得税,,2000,Aug-11
Q62857,江苏省昆山市国家税务局,增值税,,8000,Jul-17
Q62861,,城市维护建设税,,0,Apr-18
Q62862,,城市维护建设税,,58000,Apr-18
Q62862,,个人所得税,,26000,Apr-18
Q62862,,土地增值税,,141000,Apr-18
Q62862,,印花税,,15000,Apr-18
Q62862,,营业税,,777000,Apr-18
Q62862,,土地增值税,,141000,Jan-18
Q62862,,城市维护建设税,,58000,Jan-18
Q62862,,营业税,,777000,Jan-18
Q62862,,个人所得税,,26000,Jan-18
Q62862,,印花税,,15000,Jan-18
Q62862,江苏省昆山市地方税务局,土地增值税,,141000,Oct-17
Q62862,江苏省昆山市地方税务局,营业税,,777000,Oct-17
Q62862,江苏省昆山市地方税务局,印花税,,15000,Oct-17
Q62862,江苏省昆山市地方税务局,个人所得税,,26000,Oct-17
Q62862,江苏省昆山市地方税务局,城市维护建设税,,58000,Oct-17
Q62862,江苏省昆山市国家税务局,营业税,,777000,Jul-17
Q62862,江苏省昆山市国家税务局,个人所得税,,26000,Jul-17
Q62862,江苏省昆山市国家税务局,城市维护建设税,,58000,Jul-17
Q62862,江苏省昆山市国家税务局,土地增值税,,141000,Jul-17
Q62862,江苏省昆山市国家税务局,印花税,,15000,Jul-17
Q62862,苏州市昆山地方税务局,印花税,,15000,Apr-17
Q62862,苏州市昆山地方税务局,城市维护建设税,,58000,Apr-17
Q62862,苏州市昆山地方税务局,营业税,,777000,Apr-17
Q62862,苏州市昆山地方税务局,土地增值税,,141000,Apr-17
Q62862,苏州市昆山地方税务局,个人所得税,,26000,Apr-17
Q62862,,个人所得税,,26000,Jan-17
Q62862,,印花税,,16000,Jan-17
Q62862,,城市维护建设税,,58000,Jan-17
Q62862,,土地增值税,,141000,Jan-17
Q62862,,营业税,,777000,Jan-17
Q62862,昆山市地方税务局,10113|土地增值税,2005/11/1,12000,Aug-16
Q62862,昆山市地方税务局,10113|土地增值税,2005/10/1,23000,Aug-16
Q62862,昆山市地方税务局,10113|土地增值税,2004/11/1,52000,Aug-16
Q62862,昆山市地方税务局,10113|土地增值税,2005/12/1,53000,Aug-16
Q62862,昆山市地方税务局,10111|印花税,2005/11/1,2000,Aug-16
Q62862,昆山市地方税务局,10111|印花税,2005/10/1,6000,Aug-16
Q62862,昆山市地方税务局,10111|印花税,2005/12/1,8000,Aug-16
Q62862,昆山市地方税务局,10109|城市维护建设税,2005/11/1,4000,Aug-16
Q62862,昆山市地方税务局,10109|城市维护建设税,2005/10/1,8000,Aug-16
Q62862,昆山市地方税务局,10109|城市维护建设税,2005/9/1,9000,Aug-16
Q62862,昆山市地方税务局,10109|城市维护建设税,2004/11/1,18000,Aug-16
Q62862,昆山市地方税务局,10109|城市维护建设税,2005/12/1,19000,Aug-16
Q62862,昆山市地方税务局,10106|个人所得税,2005/1/1,26000,Aug-16
Q62862,昆山市地方税务局,10103|营业税,2005/10/1,0,Aug-16
Q62862,昆山市地方税务局,10103|营业税,2005/12/1,0,Aug-16
Q62862,昆山市地方税务局,10103|营业税,2005/9/1,9000,Aug-16
Q62862,昆山市地方税务局,10103|营业税,2005/10/1,117000,Aug-16
Q62862,昆山市地方税务局,10103|营业税,2005/9/1,122000,Aug-16
Q62862,昆山市地方税务局,10103|营业税,2004/11/1,263000,Aug-16
Q62862,昆山市地方税务局,10103|营业税,2005/12/1,266000,Aug-16
Q62862,昆山市地方税务局,印花税,,16000,Jul-16
Q62862,昆山市地方税务局,城市维护建设税,,54000,Jul-16
Q62862,昆山市地方税务局,土地增值税,,141000,Jul-16
Q62862,昆山市地方税务局,个人所得税,,26000,Jul-16
Q62862,昆山市地方税务局,营业税,,777000,Jul-16
Q62862,昆山市地方税务局,印花税,,16000,Apr-16
Q62862,昆山市地方税务局,个人所得税,,26000,Apr-16
Q62862,昆山市地方税务局,城市维护建设税,,54000,Apr-16
Q62862,昆山市地方税务局,土地增值税,,141000,Apr-16
Q62862,昆山市地方税务局,营业税,,777000,Apr-16
Q62862,江苏省苏州地方税务局,印花税,,16000,Apr-16
Q62862,江苏省苏州地方税务局,个人所得税,,26000,Apr-16
Q62862,江苏省苏州地方税务局,城市维护建设税,,54000,Apr-16
Q62862,江苏省苏州地方税务局,土地增值税,,141000,Apr-16
Q62862,江苏省苏州地方税务局,营业税,,777000,Apr-16
Q62862,昆山市地方税务局,印花税,,16000,Jan-16
Q62862,昆山市地方税务局,城市维护建设税,,58000,Jan-16
Q62862,昆山市地方税务局,土地增值税,,147000,Jan-16
Q62862,昆山市地方税务局,个人所得税,,26000,Jan-16
Q62862,昆山市地方税务局,营业税,,836000,Jan-16
Q62862,昆山市地方税务局,印花税,,20000,Oct-15
Q62862,昆山市地方税务局,房产税,,22000,Oct-15
Q62862,昆山市地方税务局,城市维护建设税,,60000,Oct-15
Q62862,昆山市地方税务局,土地增值税,,172000,Oct-15
Q62862,昆山市地方税务局,个人所得税,,26000,Oct-15
Q62862,昆山市地方税务局,营业税,,867000,Oct-15
Q62862,昆山市地方税务局,印花税,,20000,Sep-15
Q62862,昆山市地方税务局,房产税,,22000,Sep-15
Q62862,昆山市地方税务局,城市维护建设税,,60000,Sep-15
Q62862,昆山市地方税务局,土地增值税,,172000,Sep-15
Q62862,昆山市地方税务局,个人所得税,,26000,Sep-15
Q62862,昆山市地方税务局,营业税,,867000,Sep-15
Q62862,苏州市地方税务局,印花税,,20000,Jul-14
Q62862,苏州市地方税务局,房产税,,22000,Jul-14
Q62862,苏州市地方税务局,城市维护建设税,,60000,Jul-14
Q62862,苏州市地方税务局,土地增值税,,172000,Jul-14
Q62862,苏州市地方税务局,个人所得税,,26000,Jul-14
Q62862,苏州市地方税务局,营业税,,867000,Jul-14
Q62862,苏州市地方税务局,印花税,,20000,Apr-14
Q62862,苏州市地方税务局,房产税,,22000,Apr-14
Q62862,苏州市地方税务局,城市维护建设税,,60000,Apr-14
Q62862,苏州市地方税务局,土地增值税,,172000,Apr-14
Q62862,苏州市地方税务局,个人所得税,,26000,Apr-14
