小微企业ID,诉讼地位,审理机关,涉案事由,公告类型,日期类别,具体日期
Q11860,当事人,江苏省苏州工业园区人民法院,,诉状副本及开庭传票,送达时间,2015年10月
Q11860,当事人,江苏省苏州市吴中区人民法院,,执行文书,送达时间,2015年9月
Q11860,当事人,江苏省苏州工业园区人民法院,,诉状副本及开庭传票,送达时间,2015年6月
Q11860,当事人,江苏省苏州工业园区人民法院,,裁判文书,送达时间,2015年4月
Q11860,被告,江苏省苏州市中级人民法院,民间借贷纠纷,开庭信息,开庭时间,2015年4月
Q11860,被告,江苏省张家港市人民法院,民间借贷纠纷,审理进度,立案时间,2015年3月
Q11860,被告,江苏省苏州市中级人民法院,民间借贷纠纷,审理进度,立案时间,2015年3月
Q11860,当事人,江苏省苏州市吴中区人民法院,,诉状副本及开庭传票,送达时间,2014年11月
Q11860,当事人,江苏省苏州工业园区人民法院,,诉状副本及开庭传票,送达时间,2014年11月
Q11860,当事人,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2014年11月
Q11860,当事人,江苏省苏州工业园区人民法院,,送达诉状副本及开庭传票,送达时间,2014年8月
Q11860,被告,江苏省张家港市人民法院,追偿权纠纷担保,审理进度,立案时间,2014年7月
Q11860,当事人,江苏省苏州市吴中区人民法院,,诉状副本及开庭传票,送达时间,2014年6月
Q11860,当事人,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2014年5月
Q11860,当事人,江苏省苏州工业园区人民法院,,送达诉状副本及开庭传票,送达时间,2014年4月
Q11860,当事人,江苏省苏州市吴中区人民法院,,送达诉状副本及开庭传票,送达时间,2014年1月
Q11863,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2016年7月
Q11863,,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年11月
Q11863,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年4月
Q11867,原告,江苏省常熟市人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q11881,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2016年11月
Q11881,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2016年7月
Q11881,原告,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年10月
Q11881,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年8月
Q11881,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年7月
Q11928,被告,江苏省张家港市人民法院,,开庭信息,开庭时间,2015年5月
Q11928,被告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年3月
Q11932,当事人,安徽省芜湖县人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年12月
Q11935,第三人,江苏省昆山市人民法院,行政案件,开庭信息,开庭时间,2016年12月
Q11935,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年8月
Q11937,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年4月
Q11940,原告/上诉人,上海市青浦区人民法院,承揽合同纠纷,开庭信息,开庭时间,2015年11月
Q11940,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年1月
Q11951,原告,广东省深圳市宝安区人民法院,,审理进度,立案时间,2016年9月
Q11951,申请人,广东省深圳市宝安区人民法院,,审理进度,立案时间,2015年5月
Q11951,原告,广东省深圳市宝安区人民法院,,其他审判流程信息,立案时间,2014年6月
Q11951,原告,广东省深圳市龙岗区人民法院,,其他审判流程信息,立案时间,2011年5月
Q11953,原告,江苏省苏州工业园区人民法院,股东出资纠纷,开庭信息,开庭时间,2017年9月
Q11954,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年9月
Q11970,申请人,江苏省苏州工业园区人民法院,,送达诉状副本及开庭传票,送达时间,2018年3月
Q11991,被告,上海市普陀区人民法院,融资租赁合同纠纷,开庭信息,开庭时间,2017年4月
Q11995,当事人,黑龙江省大庆高新技术产业开发区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年5月
Q12003,原告,江苏省常熟市人民法院,,裁判文书,送达时间,2015年12月
Q12003,原告,江苏省常熟市人民法院,,诉状副本及开庭传票,送达时间,2015年6月
Q12014,被告/被上诉人,上海市嘉定区人民法院,定作合同纠纷,开庭信息,开庭时间,2015年5月
Q12016,被告,江苏省太仓市人民法院,返还财产纠纷,开庭信息,开庭时间,2015年4月
Q12016,被告,江苏省张家港市人民法院,返还财产纠纷,审理进度,立案时间,2015年3月
Q12016,被告,江苏省太仓市人民法院,企业出资人权益确认纠纷,开庭信息,开庭时间,2014年8月
Q12016,被告,江苏省太仓市人民法院,企业出资人权益确认纠纷,开庭信息,开庭时间,2014年5月
Q12029,当事人,江苏省苏州市吴中区人民法院,加工合同纠纷,开庭信息,开庭时间,2016年6月
Q12029,被告,江苏省高级人民法院,,开庭信息,开庭时间,2014年11月
Q12030,被告,上海市嘉定区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年9月
Q12030,被告,江苏省常熟市人民法院,企业借贷纠纷,审理进度,立案时间,2015年1月
Q12055,原审第三人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q12055,原告,江苏省常熟市人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q12056,当事人,江苏省苏州市吴中区人民法院,加工合同纠纷,开庭信息,开庭时间,2016年7月
Q12057,第三人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年1月
Q12058,原告,江苏省张家港市人民法院,,裁判文书,送达时间,2016年11月
Q12058,原告,江苏省张家港市人民法院,,起诉状副本及开庭传票,送达时间,2016年8月
Q12068,,浙江省杭州市滨江区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年12月
Q12068,原告,浙江省杭州市滨江区人民法院,,审理进度,立案时间,2015年11月
Q12070,申请人:原告,江苏省昆山市人民法院,,裁判文书,送达时间,2017年9月
Q12070,原告,江苏省昆山市人民法院,,裁判文书,送达时间,2017年5月
Q12070,原告,江苏省昆山市人民法院,行政案件,开庭信息,开庭时间,2016年12月
Q12070,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2016年10月
Q12070,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2016年9月
Q12070,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2016年3月
Q12070,被上诉人,江苏省苏州市中级人民法院,房屋买卖合同纠纷,开庭信息,开庭时间,2016年1月
Q12070,被告,江苏省昆山市人民法院,行政案件,开庭信息,开庭时间,2016年1月
Q12073,被告,江苏省太仓市人民法院,财产损害赔偿纠纷,开庭信息,开庭时间,2014年4月
Q12073,被告,江苏省太仓市人民法院,财产损害赔偿纠纷,开庭信息,开庭时间,2014年3月
Q12092,原审第三人,江苏省苏州市中级人民法院,票据纠纷,开庭信息,开庭时间,2017年11月
Q12092,申请人,江苏省常熟市人民法院,,裁判文书,送达时间,2017年7月
Q12092,第三人,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2017年3月
Q12095,被告,江苏省张家港市人民法院,姓名权纠纷,审理进度,立案时间,2015年4月
Q12116,被告人,江苏省太仓市人民法院,虚开增值税专用发票罪,开庭信息,开庭时间,2017年8月
Q12117,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年8月
Q12117,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年7月
Q12117,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年9月
Q12122,原告,河南省郏县人民法院,,起诉状副本及开庭传票,送达时间,2016年10月
Q12126,被告,江苏省苏州市相城区人民法院,买卖合同纠纷,审理进度,立案时间,2014年12月
Q12133,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2014年4月
Q12143,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2017年3月
Q12162,当事人,浙江省温州市鹿城区人民法院,,送达诉状副本及开庭传票,送达时间,2011年6月
Q12168,当事人,江苏省常熟市人民法院,,公示催告,送达时间,2017年11月
Q12174,被告,安徽省当涂县人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2017年12月
Q12174,,广东省深圳市龙岗区人民法院,,送达裁判文书,送达时间,2016年9月
Q12174,当事人,广东省深圳市龙岗区人民法院,,开庭信息,开庭时间,2016年9月
Q12174,被告,广东省深圳市龙岗区人民法院,,审理进度,立案时间,2016年3月
Q12174,被告,浙江省嘉兴市南湖区人民法院,,审理进度,立案时间,2015年10月
Q12174,原告,江苏省苏州市姑苏区人民法院,机动车交通事故责任纠纷,审理进度,立案时间,2015年3月
Q12174,被告,江苏省苏州市虎丘区人民法院,工伤保险待遇纠纷,审理进度,立案时间,2015年3月
Q12174,被告,江苏省苏州市虎丘区人民法院,经济补偿金纠纷,审理进度,立案时间,2014年11月
Q12174,申请人,劳动争议仲裁委员会,,送达仲裁文书,送达时间,2014年10月
Q12174,,劳动争议仲裁委员会,,送达仲裁文书,送达时间,2014年10月
Q12174,被告,江苏省徐州经济技术开发区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2014年5月
Q12174,被告,上海市嘉定区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2012年9月
Q12177,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年12月
Q12181,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2016年8月
Q12181,原告,江苏省太仓市人民法院,,开庭信息,开庭时间,2014年12月
Q12184,当事人,江苏省无锡市滨湖区人民法院,,开庭信息,开庭时间,2016年11月
Q12187,原告,江苏省太仓市人民法院,合伙协议纠纷,开庭信息,开庭时间,2018年4月
Q12187,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2018年3月
Q12187,被告,江苏省太仓市人民法院,民间借贷纠纷,开庭信息,开庭时间,2017年12月
Q12187,被告,江苏省太仓市人民法院,合伙协议纠纷,开庭信息,开庭时间,2017年9月
Q12191,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年12月
Q12197,被告,上海市嘉定区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2018年1月
Q12197,被告,上海市嘉定区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2017年10月
Q12211,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年6月
Q12211,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年5月
Q12214,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2015年5月
Q12216,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2015年11月
Q12222,上诉人,浙江省宁波市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年11月
Q12222,上诉人,浙江省宁波市中级人民法院,,审理进度,立案时间,2016年10月
Q12222,被告,浙江省宁波市鄞州区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年9月
Q12222,被告,浙江省宁波市鄞州区人民法院,,立案信息,立案时间,2016年8月
Q12227,上诉人,江苏省苏州市中级人民法院,劳动合同纠纷,开庭信息,开庭时间,2016年2月
Q12227,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年10月
Q12227,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年7月
Q12229,原告,江苏省张家港市人民法院,加工合同纠纷,审理进度,立案时间,2015年3月
Q12239,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年7月
Q12254,原告/上诉人,上海市浦东新区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年9月
Q12255,当事人,江苏省苏州市吴中区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年5月
Q12255,原告,江苏省苏州市虎丘区人民法院,,诉状副本及开庭传票,送达时间,2014年6月
Q12272,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年3月
Q12272,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2012年5月
Q12272,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年9月
Q12279,原告,江苏省太仓市人民法院,房屋租赁合同纠纷,开庭信息,开庭时间,2018年1月
Q12292,当事人,江苏省苏州市相城区人民法院,,裁判文书,送达时间,2016年8月
Q12292,当事人,江苏省苏州市相城区人民法院,,裁判文书,送达时间,2016年6月
Q12292,当事人,江苏省苏州市相城区人民法院,,起诉状副本及开庭传票,送达时间,2016年3月
Q12292,当事人,江苏省苏州市相城区人民法院,,起诉状副本及开庭传票,送达时间,2016年2月
Q12292,申请人:原告,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2016年1月
Q12292,当事人,江苏省苏州市吴中区人民法院,,诉状副本及开庭传票,送达时间,2015年10月
Q12292,原告,江苏省苏州市吴中区人民法院,,起诉状副本及开庭传票,送达时间,2015年9月
Q12292,原告,江苏省苏州市吴中区人民法院,,诉状副本及开庭传票,送达时间,2015年4月
Q12292,原告,江苏省苏州市吴中区人民法院,借款合同纠纷,审理进度,立案时间,2015年2月
Q12292,当事人,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2014年11月
Q12296,原告,浙江省湖州市吴兴区人民法院,,审理进度,立案时间,2017年2月
Q12317,当事人,江苏省昆山市人民法院,,送达信息,送达时间,2016年3月
Q12317,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2015年10月
Q12318,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q12329,原告,江苏省太仓市人民法院,追偿权纠纷,开庭信息,开庭时间,2015年7月
Q12329,原审第三人,江苏省苏州市中级人民法院,环境保护关停决定,开庭信息,开庭时间,2015年6月
Q12329,原告/上诉人,上海市长宁区人民法院,加工合同纠纷,开庭信息,开庭时间,2014年4月
Q12333,被告,江苏省太仓市人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2017年11月
Q12340,被告,江苏省苏州市姑苏区人民法院,,裁判文书,送达时间,2016年3月
Q12340,当事人,上海市黄浦区人民法院,,执行文书,送达时间,2016年1月
Q12340,当事人,江苏省苏州市姑苏区人民法院,,起诉状副本及开庭传票,送达时间,2015年11月
Q12340,当事人,上海市黄浦区人民法院,,裁判文书,送达时间,2015年4月
Q12340,被告,江苏省常熟市人民法院,委托合同纠纷,审理进度,立案时间,2015年3月
Q12340,被告,江苏省常熟市人民法院,委托合同纠纷,审理进度,立案时间,2015年2月
Q12340,被告,江苏省常熟市人民法院,委托合同纠纷,审理进度,立案时间,2014年12月
Q12340,当事人,上海市黄浦区人民法院,,诉状副本及开庭传票,送达时间,2014年10月
Q12343,原告,江苏省苏州市吴中区人民法院,定作合同纠纷,审理进度,立案时间,2015年3月
Q12368,原告,江苏省沭阳县人民法院,,诉状副本及开庭传票,送达时间,2014年7月
Q12374,申请人,江苏省苏州工业园区人民法院,,送达诉状副本及开庭传票,送达时间,2018年2月
Q12381,原告,浙江省余姚市人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年5月
Q12381,原告,浙江省余姚市人民法院,,审理进度,立案时间,2017年4月
Q12389,当事人,江苏省泰兴市人民法院,,开庭信息,开庭时间,2016年4月
Q12389,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年4月
Q12389,当事人,广东省佛山市三水区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年1月
Q12389,被告,江苏省南通市港闸区人民法院,,开庭信息,开庭时间,2014年11月
Q12393,当事人,江西省抚州市临川区人民法院,,送达诉状副本及开庭传票,送达时间,2018年4月
Q12412,申请人:原告,江苏省苏州市吴江区人民法院,,裁判文书,送达时间,2017年5月
Q12417,原告,江苏省苏州市吴江区人民法院,诉公安机关不履行保护财产权法定职责,审理进度,立案时间,2014年12月
Q12425,原告,江苏省太仓市人民法院,债权人代位权纠纷,开庭信息,开庭时间,2018年4月
Q12425,原告,江苏省太仓市人民法院,债权人代位权纠纷,开庭信息,开庭时间,2018年3月
Q12425,申请人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2017年12月
Q12425,被执行人,江苏省南京市中级人民法院,,立案信息,立案时间,2016年7月
Q12425,原告,江苏省太仓市人民法院,进出口代理合同纠纷,开庭信息,开庭时间,2015年10月
Q12425,被告,江苏省南京市中级人民法院,走私废物罪,开庭信息,开庭时间,2015年6月
Q12425,,江苏省太仓市人民法院,,开庭信息,开庭时间,2014年10月
Q12425,原告,江苏省太仓市人民法院,民间借贷纠纷,开庭信息,开庭时间,2014年8月
Q12425,当事人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2014年7月
Q12437,当事人,山东省滨州市滨城区人民法院,,起诉状副本及开庭传票,送达时间,2016年7月
Q12437,被告,山东省滨州市滨城区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年6月
Q12447,当事人,江苏省无锡市滨湖区人民法院,,开庭信息,开庭时间,2015年11月
Q12450,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2013年2月
Q12453,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q12453,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2017年7月
Q12453,原告,浙江省海宁市人民法院,,其他审判流程信息,立案时间,2014年12月
Q12468,申请人:原告,江苏省苏州市相城区人民法院,,裁判文书,送达时间,2017年10月
Q12474,当事人,江苏省苏州市吴中区人民法院,出租汽车运输合同纠纷,开庭信息,开庭时间,2016年4月
Q12480,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年9月
Q12483,申请人,苏州市吴中区劳动人事争议仲裁院,,送达仲裁文书,送达时间,2017年9月
Q12483,申请人,苏州市吴中区劳动人事争议仲裁院,,送达仲裁文书,送达时间,2017年5月
Q12503,原告,安徽省明光市人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q12512,被告,江苏省太仓市人民法院,工伤保险待遇纠纷,开庭信息,开庭时间,2018年2月
Q12549,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q12564,被告,上海市嘉定区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年11月
Q12566,原告/上诉人,上海市青浦区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年2月
Q12570,原告,江苏省苏州工业园区人民法院,返还原物纠纷,开庭信息,开庭时间,2017年8月
Q12578,被告,江苏省苏州工业园区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年10月
Q12589,原告,浙江省宁波市鄞州区人民法院,,立案信息,立案时间,2012年4月
Q12658,被告,江苏省太仓市人民法院,,开庭信息,开庭时间,2014年12月
Q12659,原告,上海市浦东新区人民法院,票据追索权纠纷,开庭信息,开庭时间,2017年5月
Q12659,被告,湖北省通山县人民法院,,审理进度,立案时间,2015年9月
Q12659,被告,湖北省通山县人民法院,,审理进度,立案时间,2014年12月
Q12659,被告,湖北省通山县人民法院,,审理进度,立案时间,2014年10月
Q12659,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年7月
Q12659,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年6月
Q12659,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年5月
Q12667,被告,上海市青浦区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年7月
Q12667,被告,上海市青浦区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年3月
Q12667,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年7月
Q12667,被告,江苏省张家港市人民法院,加工合同纠纷（淀山湖）,审理进度,立案时间,2015年4月
Q12670,当事人,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2011年12月
Q12698,原告,上海市第一中级人民法院,股东损害公司债权人利益责任纠纷,开庭信息,开庭时间,2016年10月
Q12698,,上海市奉贤区人民法院,股东损害公司债权人利益责任纠纷,开庭信息,开庭时间,2015年9月
Q12698,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年8月
Q12698,被申请人(原审原告),江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年7月
Q12698,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年1月
Q12698,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q12698,原告/上诉人,广东省佛山市中级人民法院,申请破产清算,开庭信息,开庭时间,2015年1月
Q12698,原告,江苏省昆山市人民法院,,开庭信息,开庭时间,2015年1月
Q12698,原告,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年12月
Q12698,,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年12月
Q12698,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2014年12月
Q12698,原告,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年10月
Q12698,被告,江苏省张家港市人民法院,建设工程施工合同纠纷,审理进度,立案时间,2014年10月
Q12698,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2014年9月
Q12698,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年12月
Q12698,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2013年11月
Q12698,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2013年1月
Q12698,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2012年12月
Q12698,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2012年8月
Q12698,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2012年7月
Q12698,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2012年4月
Q12698,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2011年11月
Q12698,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年11月
Q12698,申请执行人,浙江省宁波市中级人民法院,,立案信息,立案时间,2008年2月
Q12699,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q12699,原告,江苏省苏州市相城区人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q12700,被告,江苏省张家港市人民法院,行政案件,开庭信息,开庭时间,2018年4月
Q12708,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年9月
Q12732,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年4月
Q12736,原告,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2014年8月
Q12736,当事人,江苏省苏州市吴中区人民法院,,送达诉状副本及开庭传票,送达时间,2014年4月
Q12736,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年1月
Q12744,当事人,河北省承德市双桥区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年12月
Q12744,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年7月
Q12756,原告,江苏省昆山市人民法院,行政案件,开庭信息,开庭时间,2017年3月
Q12756,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年2月
Q12766,被告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q12771,被告,江苏省太仓市人民法院,劳动争议,开庭信息,开庭时间,2017年11月
Q12818,上诉人,江苏省张家港市人民法院,加工合同纠纷,审理进度,立案时间,2015年3月
Q12818,原告,江苏省太仓市人民法院,,裁判文书,送达时间,2015年2月
Q12818,原告,江苏省太仓市人民法院,,开庭信息,开庭时间,2015年1月
Q12818,原告,江苏省太仓市人民法院,,诉状副本及开庭传票,送达时间,2014年10月
Q12822,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年7月
Q12824,当事人,江苏省太仓市人民法院,,破产文书,送达时间,2015年3月
Q12824,债权人,江苏省太仓市人民法院,申请破产清算,审理进度,立案时间,2015年2月
Q12836,被告,上海市宝山区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年11月
Q12837,原告,广东省中山市第二人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年3月
Q12837,当事人,广东省中山市第二人民法院,买卖合同纠纷,其他审判流程信息,立案时间,2014年12月
Q12870,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2018年3月
Q12870,申请人,昆山市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2018年1月
Q12878,被上诉人原告,广东省深圳市中级人民法院,,审理进度,立案时间,2017年8月
Q12878,原告,广东省深圳市宝安区人民法院,,审理进度,立案时间,2017年2月
Q62842,被告,江苏省张家港市人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2017年9月
Q62842,被告,江苏省张家港市人民法院,行政案件,开庭信息,开庭时间,2017年9月
Q62842,当事人,江苏省张家港市人民法院,,破产文书,送达时间,2016年5月
Q62842,当事人,江苏省张家港市人民法院,,裁判文书,送达时间,2016年3月
Q62842,被告,武汉海事法院,,审理进度,立案时间,2016年3月
Q62842,当事人,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2015年7月
Q62842,,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2015年7月
Q62842,当事人,江苏省张家港市人民法院,,诉状副本及开庭传票,送达时间,2015年7月
Q62842,债务人,江苏省张家港市人民法院,,破产文书,送达时间,2015年6月
Q62842,被告,江苏省张家港市人民法院,金融借款合同纠纷,审理进度,立案时间,2015年3月
Q62842,当事人,江苏省张家港市人民法院,,裁判文书,送达时间,2015年2月
Q62842,被告,江苏省苏州市中级人民法院,建设工程施工合同纠纷,开庭信息,开庭时间,2015年2月
Q62842,当事人,江苏省苏州市中级人民法院,,诉状副本及开庭传票,送达时间,2015年1月
Q62842,被告,江苏省张家港市人民法院,金融借款合同纠纷,审理进度,立案时间,2015年1月
Q62842,原告,江苏省高级人民法院,,开庭信息,开庭时间,2014年10月
Q62842,被告,江苏省苏州市中级人民法院,民间借贷纠纷,审理进度,立案时间,2014年9月
Q62850,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,开庭信息,开庭时间,2016年12月
Q62851,当事人,江苏省昆山市人民法院,,公示催告,送达时间,2015年9月
Q62854,被告,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2017年9月
Q62856,原告,江苏省苏州市虎丘区人民法院,确认劳动关系纠纷,审理进度,立案时间,2014年6月
Q62944,当事人,江苏省张家港市人民法院,,起诉状副本及开庭传票,送达时间,2015年12月
Q62944,当事人,江苏省张家港市人民法院,,诉状副本及开庭传票,送达时间,2014年10月
Q62952,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年1月
Q62952,上诉人,江苏省苏州市中级人民法院,转让合同纠纷,开庭信息,开庭时间,2014年12月
Q62958,被上诉人,江苏省苏州市中级人民法院,居间合同纠纷,开庭信息,开庭时间,2016年10月
Q62958,被告,江苏省苏州市中级人民法院,行政案件,开庭信息,开庭时间,2016年10月
Q62961,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2015年4月
Q62961,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年1月
Q62972,被告,安徽省宁国市人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年8月
Q62981,申请人,江苏省苏州市姑苏区人民法院,,裁判文书,送达时间,2017年12月
Q62981,当事人,江苏省苏州市姑苏区人民法院,,裁判文书,送达时间,2017年11月
Q62982,原告,浙江省永康市人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年11月
Q62992,原告,江苏省苏州工业园区人民法院,,开庭信息,开庭时间,2014年10月
Q62994,被告,江苏省太仓市人民法院,房屋租赁合同纠纷,开庭信息,开庭时间,2017年10月
