小微企业ID,诉讼地位,审理机关,涉案事由,涉案金额(元),文书类型,审理程序,结案时间
Q64705,原告,江苏省张家港市人民法院,买卖合同纠纷,244000,民事判决书,一审,2017年5月
Q64705,原告,江苏省如皋市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年2月
Q64707,原告,江苏省常熟市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年2月
Q64708,原告,江苏省苏州市吴中区人民法院,确认劳动关系纠纷,0,民事裁定书,一审,2017年2月
Q64708,原审第三人,江苏省苏州市中级人民法院,合伙协议纠纷,0,民事判决书,二审,2016年6月
Q64708,第三人,江苏省苏州市吴中区人民法院,合伙协议纠纷,0,民事判决书,一审,2015年12月
Q64708,被申请人,江苏省苏州市吴中区人民法院,劳动争议,0,民事裁定书,财产保全程序,2015年10月
Q64708,被告,江苏省苏州市吴中区人民法院,保险纠纷,0,执行裁定书,执行程序,2015年9月
Q64708,被告,江苏省苏州市吴中区人民法院,买卖合同纠纷,44000,民事判决书,一审,2015年7月
Q64708,上诉人,江苏省苏州市中级人民法院,工伤保险待遇纠纷,0,民事判决书,二审,2015年6月
Q64708,被告,江苏省苏州市吴中区人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年2月
Q64708,被告,江苏省苏州市吴中区人民法院,工伤保险待遇纠纷,272000,民事判决书,一审,2014年12月
Q64708,被告,浙江省杭州市拱墅区人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年3月
Q64708,被告,浙江省杭州市拱墅区人民法院,买卖合同纠纷,0,民事裁定书,一审,2013年12月
Q64709,被告,江苏省昆山市人民法院,买卖合同纠纷,232000,民事判决书,一审,2016年6月
Q64710,原告,江苏省苏州市相城区人民法院,民间借贷纠纷,221000,民事判决书,一审,2016年2月
Q64711,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2016年10月
Q64711,原告,江苏省常熟市人民法院,买卖合同纠纷,380000,民事判决书,一审,2016年5月
Q64711,原告,江苏省江阴市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年3月
Q64711,原告,江苏省无锡市惠山区人民法院,买卖合同纠纷,22000,民事判决书,一审,2015年6月
Q64711,申请执行人,浙江省嘉兴市南湖区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2014年9月
Q64711,申请执行人,江苏省常熟市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2014年5月
Q64711,申请再审人,浙江省高级人民法院,买卖合同纠纷,1289000,民事判决书,提审,2014年3月
Q64711,再审申请人（一审原告、二审上诉人）,浙江省高级人民法院,买卖合同纠纷,0,民事裁定书,再审程序,2013年9月
Q64711,上诉人,浙江省嘉兴市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2013年4月
Q64711,被上诉人,浙江省嘉兴市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2013年3月
Q64711,上诉人,浙江省嘉兴市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2012年12月
Q64717,被告,江苏省苏州市吴中区人民法院,分期付款买卖合同纠纷,0,民事裁定书,一审,2015年9月
Q64724,被执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年4月
Q64724,被告,江苏省张家港市人民法院,买卖合同纠纷,32000,民事判决书,一审,2014年11月
Q64729,被告,福建省厦门市集美区人民法院,网络购物合同纠纷,50000,民事判决书,一审,2017年8月
Q64729,上诉人,福建省厦门市中级人民法院,网络购物合同纠纷,0,民事裁定书,二审,2017年1月
Q64729,被告,福建省厦门市集美区人民法院,网络购物合同纠纷,0,民事裁定书,一审,2016年10月
Q64737,原告,江苏省无锡高新技术产业开发区人民法院,分期付款买卖合同纠纷,0,民事裁定书,一审,2014年11月
Q64749,申请执行人,江苏省苏州市相城区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年6月
Q64749,申请执行人,江苏省太仓市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年2月
Q64749,原告,江苏省太仓市人民法院,买卖合同纠纷,148000,民事判决书,一审,2015年8月
Q64749,原告,江苏省昆山市人民法院,租赁合同纠纷,0,民事裁定书,一审,2013年6月
Q64749,原告,浙江省嘉善县人民法院,买卖合同纠纷,232000,民事调解书,一审,2008年11月
Q64752,被告,江苏省昆山市人民法院,虚开增值税专用发票、用于骗取出口退税、抵扣税款发票罪,0,刑事判决书,一审,2013年12月
Q64753,被告,江苏省苏州工业园区人民法院,融资租赁合同纠纷,104000,民事判决书,一审,2017年3月
Q64753,被告,江苏省昆山市人民法院,定作合同纠纷,0,民事判决书,一审,2017年2月
Q64753,被告,江苏省昆山市人民法院,借款合同纠纷,100000,民事判决书,一审,2016年11月
Q64753,被告,江苏省昆山市人民法院,借用合同纠纷,0,民事裁定书,一审,2016年11月
Q64753,被上诉人,江苏省无锡市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2016年3月
Q64753,被审申请人,江苏省高级人民法院,定作合同纠纷,0,民事裁定书,再审程序,2016年3月
Q64753,上诉人,江苏省苏州市中级人民法院,定作合同纠纷,557000,民事判决书,二审,2015年7月
Q64753,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,8000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,7000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,9000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,3000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,4000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,13000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,10000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,17000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,14000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,2000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,21000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,11000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,劳动争议,12000,民事判决书,一审,2014年11月
Q64754,原告,江苏省张家港市人民法院,租赁合同纠纷,0,民事调解书,一审,2012年9月
Q64759,原告,江苏省苏州市吴中区人民法院,企业承包经营合同纠纷,332000,民事判决书,一审,2017年6月
Q64761,申请执行人,江苏省常熟市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年12月
Q64764,上诉人,江苏省南京市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2013年8月
Q64588,被告,江苏省昆山市人民法院,追偿权纠纷,5229000,民事判决书,一审,2015年10月
Q64609,被告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年11月
Q64771,申请执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年4月
Q64771,原告,江苏省张家港市人民法院,买卖合同纠纷,23000,民事判决书,一审,2014年9月
Q64771,被上诉人,江苏省苏州市中级人民法院,技术咨询合同纠纷,0,民事裁定书,二审,2014年7月
Q64772,被告,江苏省常熟市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年12月
Q64776,被告,江苏省苏州工业园区人民法院,机动车交通事故责任纠纷,46000,民事判决书,一审,2017年5月
Q64789,被告,江苏省常熟市人民法院,物业服务合同纠纷,0,民事裁定书,一审,2018年2月
Q64791,上诉人,江苏省苏州市中级人民法院,追索劳动报酬纠纷,0,民事判决书,二审,2014年3月
Q64791,原告,江苏省昆山市人民法院,追索劳动报酬纠纷,34000,民事判决书,一审,2013年11月
Q64795,原告,江苏省常州市武进区人民法院,分期付款买卖合同纠纷,103000,民事判决书,一审,2012年3月
Q64796,原告,浙江省宁波市北仑区人民法院,买卖合同纠纷,918000,民事判决书,一审,2016年4月
Q64796,原告,浙江省宁波市北仑区人民法院,买卖合同纠纷,30000,民事判决书,一审,2010年4月
Q64798,原告,江苏省张家港市人民法院,承揽合同纠纷,70000,民事判决书,一审,2016年10月
Q64800,原告,江苏省昆山市人民法院,财产损害赔偿纠纷,0,民事裁定书,一审,2016年6月
Q64800,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年4月
Q64800,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年3月
Q64802,原告,江苏省宜兴市人民法院,买卖合同纠纷,235000,民事判决书,一审,2015年5月
Q64802,被告,江苏省苏州市中级人民法院,专利权权属、侵权纠纷,24000,民事判决书,一审,2008年3月
Q64802,被告,江苏省苏州市中级人民法院,专利权权属、侵权纠纷,0,民事裁定书,一审,2007年10月
Q64802,被告,江苏省苏州市中级人民法院,专利权权属、侵权纠纷,0,民事裁定书,一审,2007年8月
Q64812,被执行人,江苏省常熟市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2017年2月
Q64812,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年1月
Q64812,被执行人,江苏省常熟市人民法院,加工合同纠纷,0,执行裁定书,执行程序,2016年10月
Q64818,上诉人,江苏省苏州市中级人民法院,劳动合同纠纷,0,民事判决书,二审,2017年3月
Q64818,被告,江苏省昆山市人民法院,劳动合同纠纷,14000,民事判决书,一审,2016年11月
Q64818,原告,江苏省昆山市人民法院,劳动合同纠纷,15000,民事判决书,一审,2016年3月
Q64833,被告,浙江省温岭市人民法院,买卖合同纠纷,233000,民事判决书,一审,2017年10月
Q64833,申请执行人,江苏省张家港市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年9月
Q64833,原告,江苏省张家港市人民法院,买卖合同纠纷,41000,民事判决书,一审,2017年1月
Q64843,原告,浙江省杭州市萧山区人民法院,买卖合同纠纷,414000,民事判决书,一审,2013年11月
Q64861,被告,河北省石家庄市中级人民法院,侵犯实用新型专利权纠纷,0,民事裁定书,一审,2016年8月
Q64871,原告,江苏省昆山市人民法院,广告合同纠纷,183000,民事判决书,一审,2016年11月
Q64875,申请执行人,江苏省苏州市吴中区人民法院,分期付款买卖合同纠纷,0,执行裁定书,执行程序,2015年5月
Q64891,被告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年1月
Q64892,原告,江苏省苏州市相城区人民法院,买卖合同纠纷,120000,民事判决书,一审,2014年11月
Q64894,原告,江苏省常熟市人民法院,买卖合同纠纷,175000,民事判决书,一审,2017年9月
Q64895,被告,江苏省昆山市人民法院,运输合同纠纷,0,民事判决书,一审,2014年9月
Q64895,被告,江苏省昆山市人民法院,运输合同纠纷,0,民事裁定书,一审,2014年5月
Q64903,被告,江苏省昆山市人民法院,加工合同纠纷,0,民事裁定书,一审,2016年1月
Q64903,原告,江苏省常熟市人民法院,民间借贷纠纷,0,民事裁定书,一审,2016年1月
Q64903,被告,江苏省常熟市人民法院,民间借贷纠纷,140000,民事判决书,一审,2015年12月
Q64903,被上诉人,江苏省苏州市中级人民法院,加工合同纠纷,0,民事判决书,二审,2015年9月
Q64903,原告,江苏省常熟市人民法院,买卖合同纠纷,9000,民事判决书,一审,2015年5月
Q64909,被告,江苏省张家港市人民法院,机动车交通事故责任纠纷,0,民事裁定书,一审,2015年3月
Q64911,原告,江苏省常熟市人民法院,加工合同纠纷,44000,民事判决书,一审,2017年8月
Q64917,原告,江苏省苏州市相城区人民法院,物业服务合同纠纷,3000,民事判决书,一审,2017年7月
Q64917,原告,江苏省苏州市相城区人民法院,物业服务合同纠纷,0,民事裁定书,一审,2017年7月
Q64917,原告,江苏省苏州市相城区人民法院,物业服务合同纠纷,0,民事裁定书,一审,2016年11月
Q64926,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2016年9月
Q64926,被告,江苏省苏州市吴中区人民法院,合同纠纷,0,民事裁定书,一审,2016年1月
Q64926,原告,福建省上杭县人民法院,买卖合同纠纷,9000,民事判决书,一审,2015年12月
Q64926,原告,福建省龙岩市新罗区人民法院,买卖合同纠纷,56000,民事判决书,一审,2015年11月
Q64926,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2015年10月
Q64926,原告,江苏省苏州市吴中区人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年9月
Q64928,原告,江苏省苏州市相城区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年12月
Q64932,被执行人,江苏省苏州工业园区人民法院,生命权、健康权、身体权纠纷,32000,执行裁定书,执行程序,2016年12月
Q64933,被告,江苏省张家港市人民法院,保险人代位求偿权纠纷,4944000,民事判决书,一审,2017年7月
Q64933,被上诉人,江苏省苏州市中级人民法院,房屋租赁合同纠纷,2864000,民事判决书,二审,2017年3月
Q64933,被告,江苏省张家港市人民法院,财产损害赔偿纠纷,0,民事裁定书,一审,2016年9月
Q64933,被告,江苏省张家港市人民法院,财产损害赔偿纠纷,0,民事裁定书,一审,2015年11月
Q64933,被告,江苏省张家港市人民法院,财产损害赔偿纠纷,0,民事裁定书,一审,2014年12月
Q64940,原告,江苏省苏州市相城区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年9月
Q64943,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年9月
Q64943,原告,浙江省乐清市人民法院,买卖合同纠纷,0,民事裁定书,一审,2013年10月
Q64943,原告,江苏省昆山市人民法院,买卖合同纠纷,40000,民事判决书,一审,2013年8月
Q64945,原告,江苏省苏州工业园区人民法院,服务合同纠纷,135000,民事判决书,一审,2017年7月
Q64947,上诉人,江苏省苏州市中级人民法院,追索劳动报酬纠纷,0,民事裁定书,二审,2015年11月
Q64947,原告,江苏省昆山市人民法院,追索劳动报酬纠纷,1000,民事判决书,一审,2015年6月
Q64948,原告,江苏省苏州市虎丘区人民法院,财产保险合同纠纷,12000,民事判决书,一审,2012年5月
Q64953,原告,江苏省常熟市人民法院,承揽合同纠纷,304000,民事判决书,一审,2016年10月
Q64957,被告,江苏省江阴市人民法院,买卖合同纠纷,80000,民事判决书,一审,2017年7月
Q64957,被告单位,安徽省枞阳县人民法院,虚开增值税专用发票、用于骗取出口退税、抵扣税款发票罪,4814000,刑事判决书,一审,2017年6月
Q64957,上诉人,江苏省苏州市中级人民法院,加工合同纠纷,0,民事裁定书,二审,2015年6月
Q64957,被告,江苏省苏州市相城区人民法院,加工合同纠纷,152000,民事判决书,一审,2015年4月
Q64957,上诉人,江苏省苏州市中级人民法院,加工合同纠纷,0,民事裁定书,二审,2014年5月
Q64963,原告,江苏省苏州市相城区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年11月
Q64965,被告,江苏省无锡市中级人民法院,侵犯实用新型专利权纠纷,70000,民事判决书,一审,2015年5月
Q64965,被告,江苏省无锡市中级人民法院,侵犯实用新型专利权纠纷,90000,民事判决书,一审,2015年5月
Q64965,上诉人,江苏省苏州市中级人民法院,确认劳动关系纠纷,0,民事判决书,二审,2015年4月
Q64965,上诉人,江苏省高级人民法院,侵犯实用新型专利权纠纷,0,民事裁定书,二审,2014年11月
Q64965,原告,江苏省宜兴市人民法院,买卖合同纠纷,388000,民事判决书,一审,2014年11月
Q64965,原告,江苏省张家港市人民法院,确认劳动关系纠纷,0,民事判决书,一审,2014年10月
Q64974,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2018年3月
Q64974,被申请人,江苏省张家港市人民法院,买卖合同纠纷,50000,民事裁定书,一审,2018年2月
Q64974,上诉人,江苏省苏州市中级人民法院,定作合同纠纷,0,民事判决书,二审,2016年6月
Q64974,被告,江苏省昆山市人民法院,定作合同纠纷,102000,民事判决书,一审,2014年6月
Q64975,上诉人,江苏省苏州市中级人民法院,排除妨害纠纷,0,民事判决书,二审,2015年11月
Q64975,被告,江苏省苏州市吴中区人民法院,排除妨害纠纷,0,民事判决书,一审,2015年5月
Q64983,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年11月
Q64993,申请执行人,江苏省常州市武进区人民法院,分期付款买卖合同纠纷,0,执行裁定书,执行程序,2016年9月
Q65000,被告,江苏省常熟市人民法院,买卖合同纠纷,0,民事裁定书,一审,2018年3月
Q65000,被执行人,江苏省常熟市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年11月
Q65000,被执行人,江苏省常熟市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年10月
Q65000,被告,江苏省常熟市人民法院,买卖合同纠纷,50000,民事判决书,一审,2016年6月
Q65000,被告,江苏省常熟市人民法院,买卖合同纠纷,504000,民事判决书,一审,2016年3月
Q65000,被告,江苏省太仓市人民法院,加工合同纠纷,0,民事裁定书,一审,2015年11月
Q65000,被告,江苏省常熟市人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年6月
Q65006,申请执行人,江苏省无锡市北塘区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年9月
Q65008,上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2018年1月
Q65013,被告,江苏省张家港市人民法院,侵害商标权纠纷,0,民事裁定书,一审,2017年12月
Q65021,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2013年11月
Q65027,被上诉人,江苏省苏州市中级人民法院,建设工程施工合同纠纷,0,民事裁定书,二审,2015年9月
Q65033,上诉人,江苏省高级人民法院,侵害商标权纠纷,0,民事判决书,二审,2015年12月
Q65033,原告,浙江省奉化市人民法院,买卖合同纠纷,17000,民事判决书,一审,2015年7月
Q65033,原告,江苏省昆山市人民法院,买卖合同纠纷,5000,民事判决书,一审,2014年11月
Q65033,原告,江苏省昆山市人民法院,买卖合同纠纷,18000,民事判决书,一审,2014年11月
Q65033,原告,江苏省昆山市人民法院,买卖合同纠纷,40000,民事判决书,一审,2014年11月
Q65033,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年11月
Q65033,原告,上海市嘉定区人民法院,买卖合同纠纷,192000,民事判决书,一审,2014年1月
Q65052,被执行人,江苏省常熟市人民法院,恢复执行案件,0,执行裁定书,执行程序,2017年10月
Q65052,被执行人,江苏省常熟市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2016年11月
Q65052,被告,江苏省常熟市人民法院,金融借款合同纠纷,10979000,民事判决书,一审,2016年3月
Q65052,被告,浙江省余姚市人民法院,承揽合同纠纷,0,民事裁定书,一审,2008年11月
Q65053,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年12月
Q65058,原告,江苏省太仓市人民法院,不当得利纠纷,0,民事判决书,一审,2015年7月
Q65085,被执行人,江苏省苏州市虎丘区人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年11月
Q65085,被告,江苏省苏州市虎丘区人民法院,货运代理合同纠纷,44000,民事判决书,一审,2017年7月
Q65085,被申请人,江苏省苏州市虎丘区人民法院,货运代理合同纠纷,69000,民事裁定书,一审,2017年6月
Q65090,被告,江苏省苏州工业园区人民法院,侵犯商业秘密纠纷,0,民事裁定书,一审,2016年11月
Q65091,原告,江苏省苏州市吴中区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年6月
Q65094,原告,江苏省常熟市人民法院,加工合同纠纷,0,民事裁定书,一审,2017年10月
Q65105,被告,江苏省太仓市人民法院,分期付款买卖合同纠纷,0,民事裁定书,一审,2018年1月
Q65108,原告,江西省瑞昌市人民法院,机动车交通事故责任纠纷,0,民事裁定书,一审,2015年4月
Q65111,申请执行人,江苏省昆山市人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年1月
Q65111,原告,江苏省昆山市人民法院,买卖合同纠纷,131000,民事判决书,一审,2016年3月
Q65111,原告,江苏省苏州市吴中区人民法院,承揽合同纠纷,0,民事裁定书,一审,2015年10月
Q65120,被上诉人(原审原告),江苏省高级人民法院,运输合同纠纷,200000,民事调解书,二审,2008年5月
Q65122,申请执行人,江苏省苏州市吴江区人民法院,承揽合同纠纷,0,执行裁定书,执行程序,2015年6月
Q65122,原告,江苏省苏州市虎丘区人民法院,修理合同纠纷,59000,民事判决书,一审,2014年12月
Q65123,被告,江苏省张家港市人民法院,买卖合同纠纷,153000,民事判决书,一审,2016年6月
Q65123,被告,江苏省张家港市人民法院,财产损害赔偿纠纷,23000,民事判决书,一审,2013年11月
Q65132,被告,江苏省苏州工业园区人民法院,买卖合同纠纷,0,民事裁定书,一审,2016年9月
Q65141,原告,江苏省苏州市吴江区人民法院,服务合同纠纷,0,民事裁定书,一审,2016年10月
Q65141,原告,江苏省昆山市人民法院,服务合同纠纷,0,民事裁定书,一审,2016年1月
Q65145,被告,江苏省苏州市吴中区人民法院,承揽合同纠纷,0,民事裁定书,一审,2017年1月
Q65147,原告,江苏省常熟市人民法院,买卖合同纠纷,354000,民事判决书,一审,2017年7月
Q65147,被上诉人(原审原告),江苏省苏州市中级人民法院,买卖合同纠纷,0,民事裁定书,二审,2016年4月
Q65186,原告,江苏省张家港市人民法院,票据损害责任纠纷,0,民事判决书,一审,2018年4月
Q65186,原告,江苏省张家港市人民法院,票据纠纷,0,民事裁定书,一审,2017年4月
Q65186,原告,江苏省张家港市人民法院,票据返还请求权纠纷,0,民事判决书,一审,2017年1月
Q65192,原告,江苏省昆山市人民法院,买卖合同纠纷,40000,民事判决书,一审,2017年11月
Q65192,原告,江苏省昆山市人民法院,加工合同纠纷,34000,民事判决书,一审,2015年6月
Q65192,原告,江苏省昆山市人民法院,加工合同纠纷,141000,民事判决书,一审,2014年7月
Q65194,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年6月
Q65195,被申请人,江苏省张家港市人民法院,买卖合同纠纷,30000,民事裁定书,一审,2018年1月
Q65195,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2018年1月
Q65198,被告,江苏省苏州市虎丘区人民法院,生命权、健康权、身体权纠纷,0,民事裁定书,一审,2018年4月
Q65200,原告,江苏省张家港市人民法院,申请撤销仲裁裁决,48000,民事判决书,一审,2016年11月
Q65200,被执行人,江苏省张家港市人民法院,劳动争议,0,执行裁定书,执行程序,2016年9月
Q65209,被告,江苏省昆山市人民法院,居间合同纠纷,0,民事裁定书,一审,2016年3月
Q65209,原审被告,江苏省苏州市中级人民法院,房屋买卖合同纠纷,0,民事判决书,二审,2015年12月
Q65209,被告,江苏省昆山市人民法院,房屋买卖合同纠纷,20000,民事判决书,一审,2015年10月
Q65213,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2014年7月
Q65216,原告,江苏省苏州市吴中区人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年9月
Q65220,申请执行人,江苏省常熟市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2014年12月
Q65220,原告,江苏省常熟市人民法院,买卖合同纠纷,54000,民事判决书,一审,2014年8月
Q65222,申请执行人,江苏省张家港市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年11月
Q65222,申请执行人,江苏省张家港市人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2016年11月
Q65222,原告,江苏省张家港市人民法院,买卖合同纠纷,46000,民事判决书,一审,2016年7月
Q65223,被告,江苏省苏州工业园区人民法院,侵害其他著作财产权纠纷,0,民事裁定书,一审,2012年4月
Q65227,申请人,浙江省温岭市人民法院,确认票据无效纠纷,100000,民事判决书,公示催告程序,2017年6月
Q65231,申请执行人,江苏省常州市新北区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2015年12月
Q65231,原告,江苏省常州市新北区人民法院,买卖合同纠纷,285000,民事判决书,一审,2015年5月
Q65236,原告,江苏省张家港市人民法院,买卖合同纠纷,396000,民事判决书,一审,2017年7月
Q65236,申请执行人,江苏省张家港市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年3月
Q65237,被执行人,江苏省常熟市人民法院,执行实施类案件,0,执行裁定书,执行程序,2017年11月
Q65237,被告,江苏省常熟市人民法院,金融借款合同纠纷,3699000,民事判决书,一审,2017年4月
Q65237,被告,江苏省常熟市人民法院,金融借款合同纠纷,5492000,民事判决书,一审,2016年12月
Q65245,被告,北京市西城区人民法院,侵权责任纠纷,0,民事裁定书,一审,2017年7月
Q65250,申请执行人,江苏省苏州市虎丘区人民法院,定作合同纠纷,0,执行裁定书,执行程序,2016年11月
Q65250,被上诉人,江苏省苏州市中级人民法院,定作合同纠纷,0,民事裁定书,二审,2015年7月
Q65268,原告,江苏省昆山市人民法院,买卖合同纠纷,0,民事裁定书,一审,2015年1月
Q65272,原告,江苏省常熟市人民法院,加工合同纠纷,0,民事裁定书,一审,2015年4月
Q65278,被告,江苏省昆山市人民法院,机动车交通事故责任纠纷,252000,民事判决书,一审,2014年8月
Q65280,被告,江苏省苏州工业园区人民法院,侵犯商业秘密纠纷,0,民事裁定书,一审,2016年8月
Q65280,原审被告,江苏省苏州市中级人民法院,侵犯商业秘密纠纷,0,民事裁定书,二审,2016年4月
Q65286,被上诉人,江苏省苏州市中级人民法院,工伤保险待遇纠纷,0,民事判决书,二审,2018年1月
Q65286,再审申请人,江苏省高级人民法院,加工合同纠纷,0,民事裁定书,再审程序,2017年3月
Q65286,上诉人,江苏省常州市中级人民法院,定作合同纠纷,0,民事判决书,二审,2017年2月
Q65286,被告,江苏省苏州市吴中区人民法院,加工合同纠纷,163000,民事判决书,一审,2015年11月
Q65286,上诉人,江苏省苏州市中级人民法院,经济补偿金纠纷,0,民事判决书,二审,2015年5月
Q65286,原告,江苏省苏州市吴中区人民法院,经济补偿金纠纷,51000,民事判决书,一审,2014年11月
Q65286,申请执行人,江苏省苏州市相城区人民法院,买卖合同纠纷,0,执行裁定书,执行程序,2014年6月
Q65286,原告,江苏省苏州市相城区人民法院,分期付款买卖合同纠纷,73000,民事判决书,一审,2012年7月
Q65289,被告,四川省乐山市市中区人民法院,网络购物合同纠纷,0,民事裁定书,一审,2015年11月
Q65290,被执行人,江苏省苏州市相城区人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年2月
Q65293,被执行人,江苏省苏州工业园区人民法院,执行实施类案件,0,执行裁定书,执行程序,2018年3月
Q65293,被执行人,江苏省太仓市人民法院,金融借款合同纠纷,0,执行裁定书,执行程序,2017年1月
Q65293,被告,江苏省太仓市人民法院,金融借款合同纠纷,3510000,民事判决书,一审,2016年12月
Q65293,被告,江苏省太仓市人民法院,金融借款合同纠纷,3433000,民事判决书,一审,2016年6月
Q65293,申请执行人,江苏省太仓市人民法院,,7000,执行裁定书,执行程序,2014年5月
Q65293,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2014年3月
Q65293,原告,江苏省太仓市人民法院,买卖合同纠纷,54000,民事判决书,一审,2013年12月
Q65295,被告,江苏省张家港市人民法院,买卖合同纠纷,0,民事裁定书,一审,2017年3月
Q65295,原审被告,江苏省苏州市中级人民法院,合同纠纷,0,民事判决书,二审,2016年10月
Q65333,被告,江苏省常熟市人民法院,买卖合同纠纷,104000,民事判决书,一审,2018年2月
Q65333,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,0,民事判决书,二审,2017年8月
Q65333,原告,江苏省常熟市人民法院,买卖合同纠纷,387000,民事判决书,一审,2017年1月
Q65335,原告,江苏省太仓市人民法院,分期付款买卖合同纠纷,0,民事裁定书,一审,2014年12月
Q65341,申请人,湖北省宜昌市伍家岗区人民法院,申请公示催告,76000,民事判决书,公示催告程序,2018年1月
Q65341,被告,江苏省苏州市相城区人民法院,服务合同纠纷,0,民事裁定书,一审,2017年5月
Q65347,申请人,江苏省苏州市虎丘区人民法院,申请公示催告,35000,民事判决书,公示催告程序,2017年5月
