,小微企业ID,注册资金(万元),企业(机构)类型,行业门类代码,从业人数,投资总额(万元)
17444,Q56498,0.0,2,4,7.0,0.0
17445,Q56500,1.0,0,0,2.0,0.0
17446,Q56502,0.0,0,4,7.0,0.0
17447,Q56509,0.0,0,4,11.0,0.0
17448,Q56511,0.0,0,0,14.0,0.0
17449,Q56512,0.0,0,0,7.0,0.0
17450,Q56514,0.0,1,4,2.0,0.0
17451,Q56516,1.0,1,4,10.0,0.0
17452,Q56521,0.0,2,4,3.0,0.0
17453,Q56522,0.0,0,4,8.0,0.0
17454,Q56524,0.0,1,0,6.0,0.0
17455,Q56527,0.0,0,9,5.0,0.0
17456,Q56531,0.0,1,3,2.0,0.0
17457,Q56533,0.0,0,4,5.0,0.0
17458,Q56534,0.0,2,7,2.0,0.0
17459,Q56538,0.0,1,0,5.0,0.0
17460,Q56540,1.0,9,0,0.0,2.0
17461,Q56548,0.0,0,0,10.0,0.0
17462,Q56549,0.0,0,4,5.0,0.0
17463,Q56550,0.0,1,0,5.0,0.0
17464,Q56555,0.0,0,0,6.0,0.0
17465,Q56558,0.0,2,10,6.0,0.0
17466,Q56559,1.0,2,7,1.0,0.0
17467,Q56561,0.0,0,3,6.0,0.0
17468,Q56564,0.0,2,3,4.0,0.0
17469,Q56565,0.0,2,4,6.0,0.0
17470,Q56566,0.0,6,0,0.0,0.0
17471,Q56569,0.0,2,4,4.0,0.0
17472,Q56577,0.0,2,4,6.0,0.0
17473,Q56579,1.0,0,0,7.0,0.0
17474,Q56580,0.0,0,2,7.0,0.0
17475,Q56581,0.0,1,4,5.0,0.0
17476,Q56583,0.0,0,4,7.0,0.0
17477,Q56584,0.0,2,4,9.0,0.0
17478,Q56586,0.0,0,0,14.0,0.0
17479,Q56587,0.0,2,10,1.0,0.0
17480,Q56589,0.0,0,3,4.0,0.0
17481,Q56596,0.0,0,0,6.0,0.0
17482,Q56597,0.0,2,5,2.0,0.0
17483,Q56598,0.0,0,4,6.0,0.0
17484,Q56604,0.0,2,3,7.0,0.0
17485,Q56607,0.0,0,0,8.0,0.0
17486,Q56615,1.0,1,5,3.0,0.0
17487,Q56617,0.0,0,4,5.0,0.0
17488,Q56618,1.0,0,7,2.0,0.0
17489,Q56623,0.0,0,5,7.0,0.0
17490,Q56630,0.0,0,4,13.0,0.0
17491,Q56636,0.0,0,4,5.0,0.0
17492,Q56639,0.0,0,9,4.0,0.0
17493,Q56640,0.0,2,0,6.0,0.0
17494,Q56651,0.0,0,4,3.0,0.0
17495,Q56659,1.0,1,0,2.0,0.0
17496,Q56661,2.0,16,0,0.0,2.0
17497,Q56662,0.0,0,4,10.0,0.0
17498,Q56673,0.0,1,4,10.0,0.0
17499,Q56684,0.0,1,4,2.0,0.0
17500,Q56690,0.0,0,5,4.0,0.0
17501,Q56697,0.0,2,4,4.0,0.0
17502,Q56699,1.0,19,16,0.0,0.0
17503,Q56700,0.0,0,4,5.0,0.0
17504,Q56701,0.0,0,3,0.0,0.0
17505,Q56702,1.0,2,1,3.0,0.0
17506,Q56703,0.0,1,0,4.0,0.0
17507,Q56705,0.0,0,7,4.0,0.0
17508,Q56708,0.0,2,4,6.0,0.0
17509,Q56709,0.0,2,16,3.0,0.0
17510,Q56720,0.0,2,0,119.0,0.0
17511,Q56721,0.0,2,4,2.0,0.0
17512,Q56723,0.0,0,2,0.0,0.0
17513,Q56726,0.0,1,4,10.0,0.0
17514,Q56727,0.0,0,1,6.0,0.0
17515,Q56728,0.0,0,4,6.0,0.0
17516,Q56730,0.0,2,6,3.0,0.0
17517,Q56731,0.0,1,4,2.0,0.0
17518,Q56733,0.0,1,6,5.0,0.0
17519,Q56734,0.0,2,7,9.0,0.0
17520,Q56735,0.0,0,4,4.0,0.0
17521,Q56747,0.0,0,4,8.0,0.0
17522,Q56755,0.0,2,7,2.0,0.0
17523,Q56758,0.0,0,4,8.0,0.0
17524,Q56760,0.0,0,4,8.0,0.0
17525,Q56765,0.0,1,7,8.0,0.0
17526,Q56770,0.0,0,3,2.0,0.0
17527,Q56773,0.0,0,2,3.0,0.0
17528,Q56775,0.0,0,5,7.0,0.0
17529,Q56778,0.0,0,4,8.0,0.0
17530,Q56784,0.0,0,0,10.0,0.0
17531,Q56788,0.0,0,1,2.0,0.0
17532,Q56789,0.0,2,7,5.0,0.0
17533,Q56793,0.0,0,4,5.0,0.0
17534,Q56794,0.0,2,0,3.0,0.0
17535,Q56795,1.0,2,4,1.0,0.0
17536,Q56797,0.0,0,4,10.0,0.0
17537,Q56799,0.0,4,4,3.0,0.0
17538,Q56800,0.0,0,0,3.0,0.0
17539,Q56802,0.0,0,3,4.0,0.0
17540,Q56807,0.0,10,4,0.0,0.0
17541,Q56808,0.0,0,0,5.0,0.0
17542,Q56810,1.0,19,16,0.0,0.0
17543,Q56811,1.0,0,4,7.0,0.0
17544,Q56812,0.0,0,7,3.0,0.0
17545,Q56813,0.0,0,0,10.0,0.0
17546,Q56816,0.0,0,6,3.0,0.0
17547,Q56820,1.0,0,7,0.0,0.0
17548,Q56821,0.0,0,7,4.0,0.0
17549,Q56828,0.0,2,4,6.0,0.0
17550,Q56829,1.0,0,6,2.0,0.0
17551,Q56830,0.0,1,0,9.0,0.0
17552,Q56831,1.0,0,4,10.0,0.0
17553,Q56833,0.0,2,2,3.0,0.0
17554,Q56836,0.0,1,6,4.0,0.0
17555,Q56839,1.0,0,0,8.0,0.0
17556,Q56842,1.0,7,0,0.0,1.0
17557,Q56845,0.0,0,7,4.0,0.0
17558,Q56846,0.0,2,3,9.0,0.0
17559,Q56847,3.0,0,0,8.0,0.0
17560,Q56850,0.0,19,11,0.0,0.0
17561,Q56851,0.0,0,0,5.0,0.0
17562,Q56852,0.0,2,4,2.0,0.0
17563,Q56853,0.0,16,4,0.0,0.0
17564,Q56858,0.0,2,0,3.0,0.0
17565,Q56862,0.0,0,3,2.0,0.0
17566,Q56867,1.0,0,4,7.0,0.0
17567,Q56870,0.0,0,4,7.0,0.0
17568,Q56875,0.0,2,7,4.0,0.0
17569,Q56878,0.0,2,5,3.0,0.0
17570,Q56881,0.0,0,3,12.0,0.0
17571,Q56890,0.0,0,4,5.0,0.0
17572,Q56894,1.0,2,7,3.0,0.0
17573,Q56895,1.0,2,6,4.0,0.0
17574,Q56900,0.0,0,4,1.0,0.0
17575,Q56901,0.0,0,4,2.0,0.0
17576,Q56907,0.0,0,1,2.0,0.0
17577,Q56909,0.0,0,4,4.0,0.0
17578,Q56910,0.0,2,7,4.0,0.0
17579,Q56931,0.0,11,6,0.0,0.0
17580,Q56936,0.0,0,5,4.0,0.0
17581,Q56939,0.0,0,7,3.0,0.0
17582,Q56942,0.0,2,4,3.0,0.0
17583,Q56954,1.0,2,7,4.0,0.0
17584,Q56957,0.0,0,0,10.0,0.0
17585,Q56959,0.0,2,7,6.0,0.0
17586,Q56960,0.0,1,0,4.0,0.0
17587,Q56967,0.0,0,4,7.0,0.0
17588,Q56976,0.0,2,0,13.0,0.0
17589,Q56977,1.0,0,9,7.0,0.0
17590,Q56980,1.0,2,5,4.0,0.0
17591,Q56981,0.0,2,4,6.0,0.0
17592,Q56982,0.0,0,6,10.0,0.0
17593,Q56985,0.0,0,0,3.0,0.0
17594,Q56992,6.0,0,13,0.0,0.0
17595,Q56994,0.0,2,3,4.0,0.0
17596,Q56997,0.0,0,0,12.0,0.0
17597,Q56998,0.0,1,4,10.0,0.0
17598,Q57000,1.0,1,7,5.0,0.0
17599,Q57002,0.0,1,4,5.0,0.0
17600,Q57003,0.0,2,3,2.0,0.0
17601,Q57007,0.0,0,7,6.0,0.0
17602,Q57010,0.0,0,4,3.0,0.0
17603,Q57014,0.0,0,4,3.0,0.0
17604,Q57016,0.0,0,4,2.0,0.0
17605,Q57022,0.0,2,4,5.0,0.0
17606,Q57023,0.0,0,4,2.0,0.0
17607,Q57026,0.0,0,6,5.0,0.0
17608,Q57029,1.0,2,0,6.0,0.0
17609,Q57030,0.0,2,1,3.0,0.0
17610,Q57032,0.0,0,0,14.0,0.0
17611,Q57034,0.0,0,4,5.0,0.0
17612,Q57038,1.0,0,2,4.0,0.0
17613,Q57044,0.0,0,4,5.0,0.0
17614,Q57045,0.0,0,4,10.0,0.0
17615,Q57047,0.0,0,0,17.0,0.0
17616,Q57049,1.0,1,7,7.0,0.0
17617,Q57052,0.0,1,11,3.0,0.0
17618,Q57054,0.0,0,0,11.0,0.0
17619,Q57057,1.0,0,7,5.0,0.0
17620,Q57062,0.0,2,9,9.0,0.0
17621,Q57063,0.0,0,4,8.0,0.0
17622,Q57066,1.0,0,0,2.0,0.0
17623,Q57071,0.0,0,6,7.0,0.0
17624,Q57072,1.0,19,1,0.0,0.0
17625,Q57074,0.0,2,9,6.0,0.0
17626,Q57076,0.0,2,0,2.0,0.0
17627,Q57078,0.0,0,0,12.0,0.0
17628,Q57079,0.0,1,3,10.0,0.0
17629,Q57083,0.0,0,9,3.0,0.0
17630,Q57085,0.0,0,4,4.0,0.0
17631,Q57089,0.0,0,4,15.0,0.0
17632,Q57096,0.0,0,4,0.0,0.0
17633,Q57097,0.0,0,6,5.0,0.0
17634,Q57098,0.0,2,4,5.0,0.0
17635,Q57100,0.0,0,0,23.0,0.0
17636,Q57103,0.0,0,0,7.0,0.0
17637,Q57106,0.0,0,4,8.0,0.0
17638,Q57109,0.0,0,4,3.0,0.0
17639,Q57110,0.0,0,0,7.0,0.0
17640,Q57112,0.0,2,4,4.0,0.0
17641,Q57114,0.0,1,4,7.0,0.0
17642,Q57115,0.0,0,7,3.0,0.0
17643,Q57120,0.0,0,16,3.0,0.0
17644,Q57126,0.0,2,4,5.0,0.0
17645,Q57129,0.0,1,0,4.0,0.0
17646,Q57131,0.0,0,0,37.0,0.0
17647,Q57132,0.0,2,4,4.0,0.0
17648,Q57136,0.0,0,6,5.0,0.0
17649,Q57137,0.0,0,6,10.0,0.0
17650,Q57141,0.0,2,7,3.0,0.0
17651,Q57147,0.0,0,4,11.0,0.0
17652,Q57148,1.0,0,7,2.0,0.0
17653,Q57149,0.0,2,4,4.0,0.0
17654,Q57150,0.0,2,6,6.0,0.0
17655,Q57151,0.0,0,4,6.0,0.0
17656,Q57153,0.0,0,7,3.0,0.0
17657,Q57154,0.0,0,4,6.0,0.0
17658,Q57155,0.0,0,0,7.0,0.0
17659,Q57164,0.0,2,4,3.0,0.0
17660,Q57169,1.0,0,3,12.0,0.0
17661,Q57170,0.0,0,0,15.0,0.0
17662,Q57172,0.0,1,6,2.0,0.0
17663,Q57175,0.0,0,4,1.0,0.0
17664,Q57184,0.0,0,0,22.0,0.0
17665,Q57186,0.0,2,7,3.0,0.0
17666,Q57190,0.0,0,0,10.0,0.0
17667,Q57191,0.0,0,7,17.0,0.0
17668,Q57194,0.0,0,6,6.0,0.0
17669,Q57202,1.0,0,0,47.0,0.0
17670,Q57203,0.0,0,4,4.0,0.0
17671,Q57205,0.0,0,4,8.0,0.0
17672,Q57207,0.0,0,0,4.0,0.0
17673,Q57209,0.0,2,3,39.0,0.0
17674,Q57211,0.0,0,3,2.0,0.0
17675,Q57222,2.0,1,7,5.0,0.0
17676,Q57229,1.0,0,0,10.0,0.0
17677,Q57230,0.0,0,4,7.0,0.0
17678,Q57238,0.0,2,7,1.0,0.0
17679,Q57239,0.0,1,0,10.0,0.0
17680,Q57240,1.0,0,3,7.0,0.0
17681,Q57243,0.0,0,4,10.0,0.0
17682,Q57245,0.0,0,0,2.0,0.0
17683,Q57247,0.0,0,4,5.0,0.0
17684,Q57251,0.0,2,4,4.0,0.0
17685,Q57253,0.0,0,4,7.0,0.0
17686,Q57255,1.0,1,0,24.0,0.0
17687,Q57268,0.0,1,4,5.0,0.0
17688,Q57271,0.0,1,3,4.0,0.0
17689,Q57272,0.0,1,4,7.0,0.0
17690,Q57273,0.0,2,6,9.0,0.0
17691,Q57276,0.0,1,11,3.0,0.0
17692,Q57279,0.0,1,7,6.0,0.0
17693,Q57281,1.0,1,0,11.0,0.0
17694,Q57282,0.0,2,7,1.0,0.0
17695,Q57283,0.0,4,11,0.0,0.0
17696,Q57286,0.0,0,6,10.0,0.0
17697,Q57294,0.0,2,4,2.0,0.0
17698,Q57297,0.0,2,3,4.0,0.0
17699,Q57300,0.0,0,4,6.0,0.0
17700,Q57303,1.0,0,8,3.0,0.0
17701,Q57306,0.0,0,0,6.0,0.0
17702,Q57310,0.0,0,4,4.0,0.0
17703,Q57313,0.0,1,5,3.0,0.0
17704,Q57319,0.0,0,9,2.0,0.0
17705,Q57321,0.0,0,4,2.0,0.0
17706,Q57325,0.0,2,6,2.0,0.0
17707,Q57327,0.0,0,6,8.0,0.0
17708,Q57335,0.0,0,6,6.0,0.0
17709,Q57339,0.0,8,4,0.0,0.0
17710,Q57341,1.0,14,6,0.0,0.0
17711,Q57342,0.0,0,0,7.0,0.0
17712,Q57345,0.0,2,4,6.0,0.0
17713,Q57348,0.0,2,0,1.0,0.0
17714,Q57353,0.0,2,6,7.0,0.0
17715,Q57355,0.0,0,6,7.0,0.0
17716,Q57359,0.0,0,6,10.0,0.0
17717,Q57362,0.0,0,0,8.0,0.0
17718,Q57363,0.0,0,0,16.0,0.0
17719,Q57365,0.0,0,7,10.0,0.0
17720,Q57366,0.0,2,1,5.0,0.0
17721,Q57368,0.0,0,4,7.0,0.0
17722,Q57370,0.0,0,0,2.0,0.0
17723,Q57372,0.0,2,4,3.0,0.0
17724,Q57373,0.0,0,2,8.0,0.0
17725,Q57381,0.0,0,0,0.0,0.0
17726,Q57385,0.0,0,4,4.0,0.0
17727,Q57391,0.0,0,0,12.0,0.0
17728,Q57392,0.0,0,4,5.0,0.0
17729,Q57394,0.0,2,7,4.0,0.0
17730,Q57395,0.0,2,4,4.0,0.0
17731,Q57403,0.0,2,4,2.0,0.0
17732,Q57404,0.0,1,1,9.0,0.0
17733,Q57407,1.0,0,4,4.0,0.0
17734,Q57408,0.0,0,4,8.0,0.0
17735,Q57409,0.0,0,6,2.0,0.0
17736,Q57411,1.0,0,4,5.0,0.0
17737,Q57412,0.0,9,0,0.0,0.0
17738,Q57417,0.0,0,5,7.0,0.0
17739,Q57418,0.0,0,0,15.0,0.0
17740,Q57419,1.0,2,2,5.0,0.0
17741,Q57430,0.0,2,4,1.0,0.0
17742,Q57431,1.0,0,7,6.0,0.0
17743,Q57434,0.0,0,4,8.0,0.0
17744,Q57437,0.0,1,4,9.0,0.0
17745,Q57438,0.0,0,9,2.0,0.0
17746,Q57440,0.0,0,0,12.0,0.0
17747,Q57444,1.0,0,0,12.0,0.0
17748,Q57452,0.0,1,0,7.0,0.0
17749,Q57453,0.0,0,7,9.0,0.0
17750,Q57455,0.0,0,4,2.0,0.0
17751,Q57457,1.0,0,0,22.0,0.0
17752,Q57461,0.0,9,7,0.0,0.0
17753,Q57465,0.0,2,4,3.0,0.0
17754,Q57467,0.0,0,0,7.0,0.0
17755,Q57472,0.0,2,4,2.0,0.0
17756,Q57476,0.0,0,3,5.0,0.0
17757,Q57484,0.0,0,0,49.0,0.0
17758,Q57489,0.0,6,5,0.0,0.0
17759,Q57491,0.0,1,5,8.0,0.0
17760,Q57492,0.0,4,4,0.0,0.0
17761,Q57496,1.0,0,0,4.0,0.0
17762,Q57501,0.0,0,4,17.0,0.0
17763,Q57502,0.0,17,0,0.0,0.0
17764,Q57504,0.0,2,0,2.0,0.0
17765,Q57506,5.0,0,2,0.0,0.0
17766,Q57509,0.0,11,1,0.0,0.0
17767,Q57515,0.0,2,7,5.0,0.0
17768,Q57519,0.0,2,4,2.0,0.0
17769,Q57525,0.0,2,0,1.0,0.0
17770,Q57526,0.0,0,6,5.0,0.0
17771,Q57532,0.0,2,4,2.0,0.0
17772,Q57535,0.0,0,2,10.0,0.0
17773,Q57542,0.0,0,0,8.0,0.0
17774,Q57545,0.0,0,1,5.0,0.0
17775,Q57546,0.0,0,4,2.0,0.0
17776,Q57547,0.0,0,4,3.0,0.0
17777,Q57549,0.0,0,6,2.0,0.0
17778,Q57553,0.0,1,0,13.0,0.0
17779,Q57557,0.0,0,4,7.0,0.0
17780,Q57561,1.0,0,7,6.0,0.0
17781,Q57564,0.0,1,0,11.0,0.0
17782,Q57565,0.0,0,0,11.0,0.0
17783,Q57566,1.0,0,0,11.0,0.0
17784,Q57569,1.0,0,4,5.0,0.0
17785,Q57571,0.0,2,0,4.0,0.0
17786,Q57572,0.0,0,7,4.0,0.0
17787,Q57573,0.0,0,7,8.0,0.0
17788,Q57576,0.0,1,4,2.0,0.0
17789,Q57578,0.0,1,0,22.0,0.0
17790,Q57582,0.0,2,0,6.0,0.0
17791,Q57587,1.0,0,0,7.0,0.0
17792,Q57592,0.0,1,4,2.0,0.0
17793,Q57595,0.0,0,0,7.0,0.0
17794,Q57596,1.0,1,7,6.0,0.0
17795,Q57598,0.0,0,4,7.0,0.0
17796,Q57600,0.0,1,4,7.0,0.0
17797,Q57602,0.0,1,4,4.0,0.0
17798,Q57610,0.0,1,0,10.0,0.0
17799,Q57614,0.0,1,0,22.0,0.0
17800,Q57616,0.0,20,4,1.0,0.0
17801,Q57621,0.0,2,4,6.0,0.0
17802,Q57622,0.0,0,6,7.0,0.0
17803,Q57623,0.0,0,1,3.0,0.0
17804,Q57624,1.0,0,6,0.0,0.0
17805,Q57626,0.0,0,6,10.0,0.0
17806,Q57631,0.0,2,5,3.0,0.0
17807,Q57632,0.0,0,4,5.0,0.0
17808,Q57633,0.0,2,1,1.0,0.0
17809,Q57635,4.0,0,7,0.0,0.0
17810,Q57638,0.0,0,3,7.0,0.0
17811,Q57639,0.0,2,6,6.0,0.0
17812,Q57643,0.0,0,4,17.0,0.0
17813,Q57646,1.0,1,0,4.0,0.0
17814,Q57651,0.0,0,4,10.0,0.0
17815,Q57652,1.0,2,4,5.0,0.0
17816,Q57660,0.0,2,4,2.0,0.0
17817,Q57661,0.0,0,4,7.0,0.0
17818,Q57662,0.0,2,4,3.0,0.0
17819,Q57663,1.0,2,7,5.0,0.0
17820,Q57665,0.0,2,10,2.0,0.0
17821,Q57667,0.0,2,1,1.0,0.0
17822,Q57670,0.0,2,3,3.0,0.0
17823,Q57671,0.0,0,4,4.0,0.0
17824,Q57676,1.0,2,7,4.0,0.0
17825,Q57677,1.0,0,4,8.0,0.0
17826,Q57678,0.0,0,10,8.0,0.0
17827,Q57681,0.0,0,0,2.0,0.0
17828,Q57685,0.0,0,4,8.0,0.0
17829,Q57687,1.0,0,10,2.0,0.0
17830,Q57690,0.0,0,0,4.0,0.0
17831,Q57691,0.0,2,6,2.0,0.0
17832,Q57699,0.0,2,6,2.0,0.0
17833,Q57702,1.0,0,7,4.0,0.0
17834,Q57714,0.0,0,0,10.0,0.0
17835,Q57715,0.0,0,6,5.0,0.0
17836,Q57717,0.0,0,4,10.0,0.0
17837,Q57720,0.0,0,4,10.0,0.0
17838,Q57721,1.0,0,1,2.0,0.0
17839,Q57722,1.0,2,4,5.0,0.0
17840,Q57724,0.0,2,9,5.0,0.0
17841,Q57728,0.0,2,0,1.0,0.0
17842,Q57734,1.0,0,7,7.0,0.0
17843,Q57735,0.0,12,6,0.0,0.0
17844,Q57737,0.0,2,4,3.0,0.0
17845,Q57739,0.0,0,7,8.0,0.0
17846,Q57742,0.0,2,6,2.0,0.0
17847,Q57743,0.0,2,3,5.0,0.0
17848,Q57744,0.0,6,4,0.0,0.0
17849,Q57750,0.0,0,4,4.0,0.0
17850,Q57753,0.0,0,4,2.0,0.0
17851,Q57762,0.0,0,4,8.0,0.0
17852,Q57764,0.0,2,6,4.0,0.0
17853,Q57766,0.0,0,4,7.0,0.0
17854,Q57767,0.0,1,0,4.0,0.0
17855,Q57768,0.0,1,4,7.0,0.0
17856,Q57784,0.0,1,0,14.0,0.0
17857,Q57785,0.0,0,9,2.0,0.0
17858,Q57787,0.0,0,6,3.0,0.0
17859,Q57789,0.0,1,3,10.0,0.0
17860,Q57791,0.0,2,0,4.0,0.0
17861,Q57792,0.0,0,0,13.0,0.0
17862,Q57795,0.0,1,6,3.0,0.0
17863,Q57797,0.0,2,5,1.0,0.0
17864,Q57800,0.0,0,6,9.0,0.0
17865,Q57804,0.0,0,4,28.0,0.0
17866,Q57805,0.0,0,0,6.0,0.0
17867,Q57807,0.0,1,4,4.0,0.0
17868,Q57814,0.0,0,0,5.0,0.0
17869,Q57815,3.0,0,12,0.0,0.0
17870,Q57817,0.0,0,2,6.0,0.0
17871,Q57819,0.0,2,7,2.0,0.0
17872,Q57820,0.0,0,7,2.0,0.0
17873,Q57821,0.0,2,4,1.0,0.0
17874,Q57829,0.0,0,0,15.0,0.0
17875,Q57830,0.0,0,4,5.0,0.0
17876,Q57832,1.0,2,2,9.0,0.0
17877,Q57837,0.0,0,4,7.0,0.0
17878,Q57843,0.0,0,4,3.0,0.0
17879,Q57855,0.0,0,4,7.0,0.0
17880,Q57859,0.0,0,3,10.0,0.0
17881,Q57860,2.0,10,0,0.0,3.0
17882,Q57866,0.0,0,3,33.0,0.0
17883,Q57869,0.0,0,8,5.0,0.0
17884,Q57870,0.0,0,0,10.0,0.0
17885,Q57871,0.0,0,0,10.0,0.0
17886,Q57879,0.0,20,3,9.0,0.0
17887,Q57881,1.0,9,0,0.0,1.0
17888,Q57884,1.0,0,0,12.0,0.0
17889,Q57886,0.0,1,4,12.0,0.0
17890,Q57888,0.0,2,4,7.0,0.0
17891,Q57895,0.0,0,2,20.0,0.0
17892,Q57896,1.0,1,0,5.0,0.0
17893,Q57901,0.0,1,4,2.0,0.0
17894,Q57907,0.0,0,4,7.0,0.0
17895,Q57912,0.0,2,6,2.0,0.0
17896,Q57915,0.0,0,4,4.0,0.0
17897,Q57917,0.0,1,1,6.0,0.0
17898,Q57920,0.0,0,2,4.0,0.0
17899,Q57926,1.0,1,7,6.0,0.0
17900,Q57930,0.0,2,0,3.0,0.0
17901,Q57933,0.0,0,4,8.0,0.0
17902,Q57935,0.0,2,4,1.0,0.0
17903,Q57938,0.0,11,4,0.0,0.0
17904,Q57943,0.0,2,0,8.0,0.0
17905,Q57946,0.0,2,6,6.0,0.0
17906,Q57965,0.0,1,2,4.0,0.0
17907,Q57968,0.0,0,3,4.0,0.0
17908,Q57981,0.0,0,7,3.0,0.0
17909,Q57985,0.0,0,4,24.0,0.0
17910,Q57988,0.0,0,0,2.0,0.0
17911,Q57994,1.0,2,3,3.0,0.0
17912,Q57995,0.0,0,3,3.0,0.0
17913,Q58003,0.0,0,7,0.0,0.0
17914,Q58005,0.0,0,6,4.0,0.0
17915,Q58008,1.0,0,3,8.0,0.0
17916,Q58018,1.0,2,3,6.0,0.0
17917,Q58019,0.0,0,0,4.0,0.0
17918,Q58020,0.0,0,0,12.0,0.0
17919,Q58022,0.0,2,6,0.0,0.0
17920,Q58031,0.0,0,4,2.0,0.0
17921,Q58034,1.0,0,0,7.0,0.0
17922,Q58038,1.0,0,6,11.0,0.0
17923,Q58040,0.0,0,0,7.0,0.0
17924,Q58041,0.0,2,4,1.0,0.0
17925,Q58042,0.0,2,3,6.0,0.0
17926,Q58048,0.0,0,4,3.0,0.0
17927,Q58050,0.0,0,4,7.0,0.0
17928,Q58052,0.0,0,2,10.0,0.0
17929,Q58053,0.0,0,9,6.0,0.0
17930,Q58054,0.0,1,0,29.0,0.0
17931,Q58056,0.0,2,9,4.0,0.0
17932,Q58057,1.0,0,4,7.0,0.0
17933,Q58060,1.0,9,6,0.0,1.0
17934,Q58063,0.0,0,4,7.0,0.0
17935,Q58067,0.0,9,9,0.0,0.0
17936,Q58070,1.0,0,0,7.0,0.0
17937,Q58074,0.0,0,0,18.0,0.0
17938,Q58075,0.0,2,3,6.0,0.0
17939,Q58076,0.0,2,4,5.0,0.0
17940,Q58077,0.0,0,0,7.0,0.0
17941,Q58078,0.0,2,0,11.0,0.0
17942,Q58079,0.0,0,4,2.0,0.0
17943,Q58080,0.0,0,0,6.0,0.0
17944,Q58083,0.0,0,4,3.0,0.0
17945,Q58088,0.0,0,7,10.0,0.0
17946,Q58094,0.0,2,0,0.0,0.0
17947,Q58096,0.0,0,0,12.0,0.0
17948,Q58098,0.0,0,7,6.0,0.0
17949,Q58101,0.0,0,4,5.0,0.0
17950,Q58105,0.0,2,6,4.0,0.0
17951,Q58110,0.0,0,5,5.0,0.0
17952,Q58114,0.0,2,0,9.0,0.0
17953,Q58115,0.0,0,4,2.0,0.0
17954,Q58121,0.0,2,4,6.0,0.0
17955,Q58126,0.0,0,6,5.0,0.0
17956,Q58128,0.0,0,7,13.0,0.0
17957,Q58129,0.0,0,4,2.0,0.0
17958,Q58143,0.0,0,0,7.0,0.0
17959,Q58145,0.0,1,0,11.0,0.0
17960,Q58148,0.0,0,3,3.0,0.0
17961,Q58149,0.0,0,6,6.0,0.0
17962,Q58154,0.0,0,4,2.0,0.0
17963,Q58156,0.0,2,4,3.0,0.0
17964,Q58160,0.0,0,4,6.0,0.0
17965,Q58162,0.0,0,0,10.0,0.0
17966,Q58168,0.0,0,0,12.0,0.0
17967,Q58170,0.0,2,0,11.0,0.0
17968,Q58181,0.0,0,4,8.0,0.0
17969,Q58186,2.0,14,2,0.0,0.0
17970,Q58192,0.0,1,4,5.0,0.0
17971,Q58201,0.0,0,6,2.0,0.0
17972,Q58205,0.0,0,0,5.0,0.0
17973,Q58212,0.0,0,7,6.0,0.0
17974,Q58213,0.0,2,0,4.0,0.0
17975,Q58216,1.0,0,7,3.0,0.0
17976,Q58217,0.0,20,6,20.0,0.0
17977,Q58218,1.0,1,4,8.0,0.0
17978,Q58219,0.0,2,4,12.0,0.0
17979,Q58220,0.0,1,4,5.0,0.0
17980,Q58225,0.0,2,4,16.0,0.0
17981,Q58228,0.0,2,4,3.0,0.0
17982,Q58232,0.0,1,3,5.0,0.0
17983,Q58233,0.0,0,4,4.0,0.0
17984,Q58235,0.0,1,7,14.0,0.0
17985,Q58244,0.0,0,0,12.0,0.0
17986,Q58246,0.0,2,7,8.0,0.0
17987,Q58251,0.0,31,4,0.0,0.0
17988,Q58254,0.0,1,0,3.0,0.0
17989,Q58258,0.0,0,4,3.0,0.0
17990,Q58262,0.0,0,0,6.0,0.0
17991,Q58263,0.0,0,4,7.0,0.0
17992,Q58266,1.0,0,7,11.0,0.0
17993,Q58267,0.0,2,7,3.0,0.0
17994,Q58269,1.0,0,2,10.0,0.0
17995,Q58271,0.0,0,4,9.0,0.0
17996,Q58273,0.0,0,3,3.0,0.0
17997,Q58274,0.0,0,4,7.0,0.0
17998,Q58276,0.0,0,4,6.0,0.0
17999,Q58277,0.0,2,3,3.0,0.0
18000,Q58279,0.0,2,4,3.0,0.0
18001,Q58280,0.0,0,4,0.0,0.0
18002,Q58284,1.0,2,4,5.0,0.0
18003,Q58286,0.0,2,6,3.0,0.0
18004,Q58288,0.0,0,0,2.0,0.0
18005,Q58293,0.0,2,7,2.0,0.0
18006,Q58294,0.0,1,7,5.0,0.0
18007,Q58296,0.0,2,0,9.0,0.0
18008,Q58300,0.0,0,6,5.0,0.0
18009,Q58311,0.0,0,0,9.0,0.0
18010,Q58315,0.0,1,4,4.0,0.0
18011,Q58319,1.0,0,0,0.0,0.0
18012,Q58328,0.0,0,15,0.0,0.0
18013,Q58332,0.0,0,0,6.0,0.0
18014,Q58336,0.0,0,3,12.0,0.0
18015,Q58341,1.0,0,6,25.0,0.0
18016,Q58343,0.0,0,6,3.0,0.0
18017,Q58345,0.0,0,10,2.0,0.0
18018,Q58346,0.0,2,3,1.0,0.0
18019,Q58348,0.0,0,0,12.0,0.0
18020,Q58352,0.0,2,4,2.0,0.0
18021,Q58357,0.0,8,6,0.0,0.0
18022,Q58358,0.0,0,0,8.0,0.0
18023,Q58359,0.0,2,4,3.0,0.0
18024,Q58363,0.0,2,6,3.0,0.0
